simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,absolute_quality
0,0,0,,5,0.02089645
0,0,1,,2,0.00454487
0,1,0,,4,0.01337373
0,1,1,,5,0.00885324
0,2,0,,5,0.01544272
0,2,1,,5,0.01627058
0,3,0,,5,0.01906123
0,3,1,,4,0.00961714
0,4,0,,5,0.0118075
0,4,1,,4,0.01494728
0,5,0,,5,0.01363794
0,5,1,,5,0.01841944
0,6,0,,5,0.01010411
0,6,1,,5,0.01841944
0,7,0,,5,0.01883804
0,7,1,,5,0.01841944
0,8,0,,3,0.00509509
0,8,1,,5,0.01841944
0,9,0,,5,0.01883804
0,9,1,,5,0.01841944
0,10,0,,5,0.01883804
0,10,1,,5,0.01841944
0,11,0,,5,0.01883804
0,11,1,,5,0.01841944
0,12,0,,5,0.01883804
0,12,1,,5,0.01841944
0,13,0,,5,0.01883804
0,13,1,,5,0.01841944
0,14,0,,5,0.01883804
0,14,1,,5,0.01841944
0,15,0,,5,0.01883804
0,15,1,,5,0.01841944
0,16,0,,5,0.01883804
0,16,1,,5,0.01841944
0,17,0,,5,0.01883804
0,17,1,,5,0.01841944
0,18,0,,5,0.01883804
0,18,1,,5,0.01841944
0,19,0,,5,0.01883804
0,19,1,,5,0.01841944
0,20,0,,5,0.01883804
0,20,1,,5,0.01841944
0,21,0,,5,0.01883804
0,21,1,,5,0.01841944
0,22,0,,5,0.01883804
0,22,1,,5,0.01841944
0,23,0,,5,0.01883804
0,23,1,,5,0.01841944
0,24,0,,5,0.01883804
0,24,1,,5,0.01841944
0,25,0,,5,0.01883804
0,25,1,,5,0.01841944
0,26,0,,5,0.01883804
0,26,1,,5,0.01841944
0,27,0,,5,0.01883804
0,27,1,,5,0.01841944
0,28,0,,5,0.01883804
0,28,1,,5,0.01841944
0,29,0,,5,0.01883804
0,29,1,,5,0.01841944
1,0,0,,2,0.00488603
1,0,1,,5,0.01151618
1,1,0,,5,0.00980495
1,1,1,,5,0.0150301
1,2,0,,4,0.00500459
1,2,1,,5,0.02419547
1,3,0,,3,0.00510206
1,3,1,,5,0.02419547
1,4,0,,5,0.00942386
1,4,1,,5,0.02419547
1,5,0,,5,0.01590721
1,5,1,,4,0.00462703
1,6,0,,5,0.01173644
1,6,1,,5,0.02419547
1,7,0,,5,0.01189528
1,7,1,,5,0.02419547
1,8,0,,5,0.01105218
1,8,1,,5,0.02419547
1,9,0,,5,0.01183244
1,9,1,,5,0.02419547
1,10,0,,5,0.01473896
1,10,1,,5,0.02419547
1,11,0,,4,0.01018062
1,11,1,,5,0.02419547
1,12,0,,5,0.01473896
1,12,1,,5,0.02419547
1,13,0,,5,0.00755948
1,13,1,,5,0.02419547
1,14,0,,5,0.01632657
1,14,1,,5,0.02419547
1,15,0,,5,0.01632657
1,15,1,,5,0.02419547
1,16,0,,5,0.01632657
1,16,1,,5,0.02419547
1,17,0,,5,0.01632657
1,17,1,,5,0.02419547
1,18,0,,5,0.01632657
1,18,1,,5,0.02419547
1,19,0,,5,0.01632657
1,19,1,,5,0.02419547
1,20,0,,5,0.01632657
1,20,1,,5,0.02419547
1,21,0,,5,0.01632657
1,21,1,,5,0.02419547
1,22,0,,5,0.01632657
1,22,1,,5,0.02419547
1,23,0,,5,0.01632657
1,23,1,,5,0.02419547
1,24,0,,5,0.01632657
1,24,1,,5,0.02419547
1,25,0,,5,0.01632657
1,25,1,,5,0.02419547
1,26,0,,5,0.01632657
1,26,1,,5,0.02419547
1,27,0,,5,0.01632657
1,27,1,,5,0.02419547
1,28,0,,5,0.01632657
1,28,1,,5,0.02419547
1,29,0,,5,0.01632657
1,29,1,,5,0.02419547
2,0,0,,4,0.00948939
2,0,1,,5,0.01131403
2,1,0,,5,0.01574457
2,1,1,,5,0.02562573
2,2,0,,5,0.01574457
2,2,1,,5,0.02562573
2,3,0,,5,0.01574457
2,3,1,,5,0.02562573
2,4,0,,5,0.01574457
2,4,1,,5,0.02562573
2,5,0,,5,0.01574457
2,5,1,,5,0.02562573
2,6,0,,5,0.01574457
2,6,1,,5,0.02562573
2,7,0,,5,0.01574457
2,7,1,,5,0.02562573
2,8,0,,5,0.01574457
2,8,1,,5,0.02562573
2,9,0,,5,0.01574457
2,9,1,,5,0.02562573
2,10,0,,5,0.01574457
2,10,1,,5,0.02562573
2,11,0,,5,0.01574457
2,11,1,,5,0.02562573
2,12,0,,5,0.01574457
2,12,1,,5,0.02562573
2,13,0,,5,0.01574457
2,13,1,,5,0.02562573
2,14,0,,5,0.01574457
2,14,1,,5,0.02562573
2,15,0,,5,0.01574457
2,15,1,,5,0.02562573
2,16,0,,5,0.01574457
2,16,1,,5,0.02562573
2,17,0,,5,0.01574457
2,17,1,,5,0.02562573
2,18,0,,5,0.01574457
2,18,1,,5,0.02562573
2,19,0,,5,0.01574457
2,19,1,,5,0.02562573
2,20,0,,5,0.01574457
2,20,1,,5,0.02562573
2,21,0,,5,0.01574457
2,21,1,,5,0.02562573
2,22,0,,5,0.01574457
2,22,1,,5,0.02562573
2,23,0,,5,0.01574457
2,23,1,,5,0.02562573
2,24,0,,5,0.01574457
2,24,1,,5,0.02562573
2,25,0,,5,0.01574457
2,25,1,,5,0.02562573
2,26,0,,5,0.01574457
2,26,1,,5,0.02562573
2,27,0,,5,0.01574457
2,27,1,,5,0.02562573
2,28,0,,5,0.01574457
2,28,1,,5,0.02562573
2,29,0,,5,0.01574457
2,29,1,,5,0.02562573
3,0,0,,3,0.00772602
3,0,1,,2,0.00421487
3,1,0,,3,0.0081009
3,1,1,,4,0.0047456
3,2,0,,5,0.01514585
3,2,1,,4,0.01061452
3,3,0,,5,0.02238356
3,3,1,,4,0.00491716
3,4,0,,5,0.02238356
3,4,1,,3,0.01027133
3,5,0,,5,0.02238356
3,5,1,,4,0.00489824
3,6,0,,5,0.02238356
3,6,1,,5,0.01353139
3,7,0,,5,0.02238356
3,7,1,,5,0.01223866
3,8,0,,5,0.02238356
3,8,1,,5,0.00840582
3,9,0,,5,0.02238356
3,9,1,,5,0.00812882
3,10,0,,5,0.02238356
3,10,1,,4,0.01331756
3,11,0,,5,0.02238356
3,11,1,,5,0.01376039
3,12,0,,5,0.02238356
3,12,1,,5,0.00874364
3,13,0,,5,0.02238356
3,13,1,,5,0.01223866
3,14,0,,5,0.02238356
3,14,1,,5,0.01376039
3,15,0,,5,0.02238356
3,15,1,,5,0.01223866
3,16,0,,5,0.02238356
3,16,1,,5,0.01376039
3,17,0,,5,0.02238356
3,17,1,,5,0.01223866
3,18,0,,5,0.02238356
3,18,1,,5,0.01353139
3,19,0,,5,0.02238356
3,19,1,,5,0.01294186
3,20,0,,5,0.02238356
3,20,1,,5,0.01448458
3,21,0,,5,0.02238356
3,21,1,,5,0.01448458
3,22,0,,5,0.02238356
3,22,1,,5,0.01448458
3,23,0,,5,0.02238356
3,23,1,,5,0.01448458
3,24,0,,5,0.02238356
3,24,1,,5,0.01448458
3,25,0,,5,0.02238356
3,25,1,,5,0.01448458
3,26,0,,5,0.02238356
3,26,1,,5,0.01448458
3,27,0,,5,0.02238356
3,27,1,,5,0.01448458
3,28,0,,5,0.02238356
3,28,1,,5,0.01448458
3,29,0,,5,0.02238356
3,29,1,,5,0.01448458
4,0,0,,3,0.0172049
4,0,1,,3,0.00521723
4,1,0,,2,0.00488603
4,1,1,,5,0.02417226
4,2,0,,2,0.00488603
4,2,1,,5,0.02417226
4,3,0,,2,0.00488603
4,3,1,,5,0.02417226
4,4,0,,2,0.00695933
4,4,1,,5,0.02417226
4,5,0,,4,0.00713994
4,5,1,,5,0.02417226
4,6,0,,2,0.00707674
4,6,1,,5,0.02417226
4,7,0,,2,0.00707674
4,7,1,,5,0.02417226
4,8,0,,2,0.00707674
4,8,1,,5,0.02417226
4,9,0,,2,0.00707674
4,9,1,,5,0.02417226
4,10,0,,2,0.00707674
4,10,1,,5,0.02417226
4,11,0,,2,0.00707674
4,11,1,,5,0.02417226
4,12,0,,2,0.00707674
4,12,1,,5,0.02417226
4,13,0,,2,0.00707674
4,13,1,,5,0.02417226
4,14,0,,2,0.00707674
4,14,1,,5,0.02417226
4,15,0,,2,0.00707674
4,15,1,,5,0.02417226
4,16,0,,2,0.00707674
4,16,1,,5,0.02417226
4,17,0,,2,0.00707674
4,17,1,,5,0.02417226
4,18,0,,2,0.00707674
4,18,1,,5,0.02417226
4,19,0,,2,0.00707674
4,19,1,,5,0.02417226
4,20,0,,2,0.00707674
4,20,1,,5,0.02417226
4,21,0,,5,0.01322528
4,21,1,,5,0.02417226
4,22,0,,2,0.00707674
4,22,1,,5,0.02417226
4,23,0,,2,0.00707674
4,23,1,,5,0.02417226
4,24,0,,2,0.00707674
4,24,1,,5,0.02417226
4,25,0,,2,0.00707674
4,25,1,,5,0.02417226
4,26,0,,2,0.00707674
4,26,1,,5,0.02417226
4,27,0,,2,0.00707674
4,27,1,,5,0.02417226
4,28,0,,2,0.00707674
4,28,1,,5,0.02417226
4,29,0,,5,0.01014125
4,29,1,,5,0.02417226
5,0,0,,2,0.00253108
5,0,1,,4,0.00461851
5,1,0,,5,0.00876458
5,1,1,,5,0.01450249
5,2,0,,4,0.0053231
5,2,1,,5,0.01960012
5,3,0,,5,0.01030754
5,3,1,,5,0.01960012
5,4,0,,5,0.01830059
5,4,1,,5,0.01759819
5,5,0,,5,0.01830059
5,5,1,,5,0.01759819
5,6,0,,5,0.01830059
5,6,1,,5,0.01796755
5,7,0,,5,0.01830059
5,7,1,,5,0.01759819
5,8,0,,5,0.01830059
5,8,1,,5,0.01796755
5,9,0,,5,0.01830059
5,9,1,,3,0.0116573
5,10,0,,5,0.01830059
5,10,1,,5,0.01759819
5,11,0,,5,0.01830059
5,11,1,,5,0.02042817
5,12,0,,5,0.01830059
5,12,1,,5,0.02042817
5,13,0,,5,0.01830059
5,13,1,,5,0.02042817
5,14,0,,5,0.01830059
5,14,1,,5,0.02042817
5,15,0,,5,0.01830059
5,15,1,,5,0.02042817
5,16,0,,5,0.01830059
5,16,1,,5,0.02042817
5,17,0,,5,0.01830059
5,17,1,,5,0.02042817
5,18,0,,5,0.01830059
5,18,1,,5,0.02042817
5,19,0,,5,0.01830059
5,19,1,,5,0.02042817
5,20,0,,5,0.01830059
5,20,1,,5,0.02042817
5,21,0,,5,0.01830059
5,21,1,,5,0.02042817
5,22,0,,5,0.01830059
5,22,1,,5,0.02042817
5,23,0,,5,0.01830059
5,23,1,,5,0.02042817
5,24,0,,5,0.01830059
5,24,1,,5,0.02042817
5,25,0,,5,0.01830059
5,25,1,,5,0.02042817
5,26,0,,5,0.01830059
5,26,1,,5,0.02042817
5,27,0,,5,0.01830059
5,27,1,,5,0.02042817
5,28,0,,5,0.01830059
5,28,1,,5,0.02042817
5,29,0,,5,0.01830059
5,29,1,,5,0.02042817
6,0,0,,4,0.01335787
6,0,1,,4,0.01539375
6,1,0,,4,0.01229371
6,1,1,,4,0.00490162
6,2,0,,3,0.00686147
6,2,1,,5,0.02330895
6,3,0,,4,0.00472805
6,3,1,,5,0.02330895
6,4,0,,5,0.00769653
6,4,1,,5,0.02330895
6,5,0,,5,0.01558747
6,5,1,,5,0.02330895
6,6,0,,5,0.00807425
6,6,1,,5,0.02330895
6,7,0,,5,0.01575158
6,7,1,,5,0.02330895
6,8,0,,5,0.01575158
6,8,1,,5,0.02330895
6,9,0,,5,0.01575158
6,9,1,,5,0.02330895
6,10,0,,5,0.01575158
6,10,1,,5,0.02330895
6,11,0,,5,0.01575158
6,11,1,,5,0.02330895
6,12,0,,5,0.01575158
6,12,1,,5,0.02330895
6,13,0,,5,0.01575158
6,13,1,,5,0.02330895
6,14,0,,5,0.01575158
6,14,1,,5,0.02330895
6,15,0,,5,0.01575158
6,15,1,,5,0.02330895
6,16,0,,5,0.01575158
6,16,1,,5,0.02330895
6,17,0,,5,0.01575158
6,17,1,,5,0.02330895
6,18,0,,5,0.01575158
6,18,1,,5,0.02330895
6,19,0,,5,0.01575158
6,19,1,,5,0.02330895
6,20,0,,5,0.01575158
6,20,1,,5,0.02330895
6,21,0,,5,0.01575158
6,21,1,,5,0.02330895
6,22,0,,5,0.01575158
6,22,1,,5,0.02330895
6,23,0,,5,0.01575158
6,23,1,,5,0.02330895
6,24,0,,5,0.01575158
6,24,1,,5,0.02330895
6,25,0,,5,0.01575158
6,25,1,,5,0.02330895
6,26,0,,5,0.01575158
6,26,1,,5,0.02330895
6,27,0,,5,0.01575158
6,27,1,,5,0.02330895
6,28,0,,5,0.01575158
6,28,1,,5,0.02330895
6,29,0,,5,0.01575158
6,29,1,,5,0.02330895
7,0,0,,4,0.01954413
7,0,1,,2,0.00384542
7,1,0,,4,0.00658341
7,1,1,,3,0.00353614
7,2,0,,3,0.01099357
7,2,1,,4,0.01215544
7,3,0,,3,0.01099357
7,3,1,,5,0.01883428
7,4,0,,5,0.00877532
7,4,1,,5,0.01883428
7,5,0,,2,0.00458489
7,5,1,,5,0.01883428
7,6,0,,3,0.01308678
7,6,1,,5,0.01883428
7,7,0,,3,0.01308678
7,7,1,,5,0.01883428
7,8,0,,5,0.01375021
7,8,1,,5,0.01883428
7,9,0,,3,0.01308678
7,9,1,,5,0.01883428
7,10,0,,3,0.01308678
7,10,1,,5,0.01883428
7,11,0,,3,0.01308678
7,11,1,,5,0.01883428
7,12,0,,3,0.01308678
7,12,1,,5,0.01883428
7,13,0,,3,0.01308678
7,13,1,,5,0.01883428
7,14,0,,3,0.01308678
7,14,1,,5,0.01883428
7,15,0,,3,0.01308678
7,15,1,,5,0.01883428
7,16,0,,3,0.00630327
7,16,1,,5,0.01883428
7,17,0,,3,0.01308678
7,17,1,,5,0.01883428
7,18,0,,3,0.01308678
7,18,1,,5,0.01883428
7,19,0,,3,0.00687797
7,19,1,,5,0.01883428
7,20,0,,3,0.01308678
7,20,1,,5,0.01883428
7,21,0,,3,0.01308678
7,21,1,,5,0.01883428
7,22,0,,3,0.01308678
7,22,1,,5,0.01883428
7,23,0,,3,0.01308678
7,23,1,,5,0.01883428
7,24,0,,3,0.01308678
7,24,1,,5,0.01883428
7,25,0,,3,0.00567142
7,25,1,,5,0.01883428
7,26,0,,3,0.01308678
7,26,1,,5,0.01883428
7,27,0,,3,0.01308678
7,27,1,,5,0.01883428
7,28,0,,3,0.01308678
7,28,1,,5,0.01883428
7,29,0,,3,0.01308678
7,29,1,,5,0.01883428
8,0,0,,5,0.01292872
8,0,1,,4,0.01165108
8,1,0,,5,0.00938059
8,1,1,,4,0.00840511
8,2,0,,5,0.0139966
8,2,1,,4,0.00607555
8,3,0,,4,0.00734222
8,3,1,,5,0.01982013
8,4,0,,5,0.0139966
8,4,1,,5,0.01168886
8,5,0,,5,0.0139966
8,5,1,,5,0.01659747
8,6,0,,4,0.00895782
8,6,1,,5,0.01982013
8,7,0,,4,0.00489158
8,7,1,,5,0.01982013
8,8,0,,5,0.0078699
8,8,1,,5,0.01982013
8,9,0,,5,0.01762047
8,9,1,,5,0.01982013
8,10,0,,5,0.01762047
8,10,1,,5,0.01982013
8,11,0,,5,0.01762047
8,11,1,,5,0.01982013
8,12,0,,5,0.01762047
8,12,1,,5,0.01982013
8,13,0,,5,0.01762047
8,13,1,,5,0.01982013
8,14,0,,5,0.01762047
8,14,1,,5,0.01982013
8,15,0,,5,0.01762047
8,15,1,,5,0.01982013
8,16,0,,5,0.01762047
8,16,1,,5,0.01982013
8,17,0,,5,0.01762047
8,17,1,,5,0.01982013
8,18,0,,5,0.01762047
8,18,1,,5,0.01982013
8,19,0,,5,0.01762047
8,19,1,,5,0.01982013
8,20,0,,5,0.01762047
8,20,1,,5,0.01982013
