"1","2","3","4","5","6","7","8","9","10","11"
0,0.100583337810659,0.122362118786095,0.0666096655752107,0.0772752844599363,0.100005709298426,0.0875136187527043,0.150438389848247,0.0743865008432238,0.145777549395788,0.0750478252297103
0.00496839019145147,0,0.0813234369930108,0.0572286122068602,0.163713444698719,0.111301835469144,0.139621996215385,0.142773041932121,0.0563689279601353,0.0580908791839311,0.184609435149242
0.0106740931964056,0.143618396843017,0,0.0799184604524471,0.0512601085575937,0.0456712681505118,0.270349039993001,0.239250313119853,0.0296571427852043,0.0455676236251187,0.0840335532768482
0.0052946709016837,0.0920927156829742,0.0728223727030883,0,0.0764457984009091,0.0353848946449481,0.32533032332048,0.0433410060262988,0.035047089445232,0.0232155203131588,0.291025608561227
0.00413277098090225,0.17725374560757,0.0314265166973702,0.0514342758689546,0,0.157011177872078,0.0598857938782396,0.0438692551364303,0.219235936100678,0.0439396190546215,0.211810908803155
0.00621301357662911,0.139987797989091,0.0325264433334632,0.0276562757801586,0.18239265822214,0,0.0395217907552118,0.0715459706711059,0.240154740028952,0.196309440700458,0.0636918689427893
0.00491817396743687,0.158851907669627,0.174168284406725,0.230012305476514,0.0629290721416235,0.0357509305507862,0,0.0721247968891033,0.0276600588861559,0.0255652541547548,0.208019215857274
0.0119660552694333,0.229905249800116,0.218152824811,0.0433700175628867,0.0652456949896826,0.0916009546756317,0.10208188642772,0,0.0420489757913256,0.126426831947187,0.0692015087250178
0.00576816598634922,0.0884899077598044,0.0263626416114202,0.034189587301415,0.317873728186937,0.299748676437837,0.0381652819963903,0.0409927178510559,0,0.0700704589756121,0.078338833893179
0.0152161260494204,0.122752896645645,0.0545237641716089,0.0304852777263509,0.0857568879672751,0.329820108039374,0.0474826908562788,0.16590534556142,0.0943202177899043,0,0.0537366851927226
0.00384481858231482,0.191470548767127,0.0493521942549745,0.187571663099478,0.202901537326043,0.0525223591990282,0.189632579102963,0.0445718823925442,0.0517572536978342,0.0263751635776927,0
