simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,relative_quality,absolute_quality
0,0,0,1.5963213406594974,3,0.00285838,0.17170541238661624
0,0,1,1.5963213406594974,3,0.00685871,0.41200877034901184
0,1,0,3.9574737231788246,4,0.00483872,0.29066618609959755
0,1,1,3.9886945241306027,3,0.00308108,0.18508319817384514
0,2,0,5.388368892285037,4,0.00380657,0.2286640235477864
0,2,1,5.777231207541533,3,0.00291239,0.17494984081215836
0,3,0,5.090086040662043,4,0.00890594,0.5349876854688532
0,3,1,5.090086040662042,3,0.00601594,0.36138283174145497
0,4,0,5.97596041159689,3,0.00240996,0.14476842674355742
0,4,1,5.758937627624549,4,0.00504738,0.303200576680483
0,5,0,6.0164240262776545,3,0.00468608,0.281496966420376
0,5,1,6.016424026277655,4,0.01458504,0.8761362407641018
0,6,0,6.5710328319390054,3,0.00481613,0.289309184838109
0,6,1,6.956225663294722,4,0.00476561,0.2862744037964799
0,7,0,7.075935254083772,5,0.0097846,0.5877695680903466
0,7,1,8.577694283306514,2,0.00110597,0.06643659518231514
0,8,0,7.493340053368307,4,0.00430482,0.2585943413227609
0,8,1,8.881830339121255,1,0.00091157,0.054758815402174574
0,9,0,7.995108660011523,4,0.00585065,0.3514537153841533
0,9,1,8.226131552637742,2,0.00364626,0.21903406019102545
1,0,0,8.034691267538285,4,0.00534104,0.3208409923709978
1,0,1,8.50313187688983,2,0.00243852,0.14648405118039287
1,1,0,9.097970779639581,4,0.008901,0.5346909353036583
1,1,1,8.808448945040324,3,0.00240663,0.14456839070102723
1,2,0,9.189520368435069,4,0.00520964,0.3129476782603472
1,2,1,8.851897818112224,3,0.00699423,0.42014957650027035
1,3,0,9.261405263237135,5,0.01185611,0.7122070042650328
1,3,1,9.421463418270111,2,0.003656,0.21961915059770531
1,4,0,9.96977880730581,4,0.00464605,0.27909232894815883
1,4,1,9.513738336616655,3,0.00699423,0.42014957650027035
1,5,0,9.995769101538526,4,0.00459997,0.27632426262990334
1,5,1,10.087519993920619,3,0.00421522,0.25321199014837514
1,6,0,9.674588359852546,5,0.00999516,0.6004180933501532
1,6,1,9.300080006087857,2,0.00138913,0.08344626659458161
1,7,0,9.232058161279042,5,0.00999516,0.6004180933501532
