simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,absolute_quality
0,0,0,,4,0.01034256
0,0,1,,3,0.01258738
0,1,0,,1,0.00173983
0,1,1,,5,0.02314734
0,2,0,,4,0.00455519
0,2,1,,5,0.02314734
0,3,0,,5,0.01022315
0,3,1,,4,0.00465306
0,4,0,,5,0.01643542
0,4,1,,4,0.00498869
0,5,0,,4,0.00482933
0,5,1,,5,0.01622291
0,6,0,,4,0.00482933
0,6,1,,5,0.01589323
0,7,0,,4,0.00438478
0,7,1,,5,0.02332185
0,8,0,,4,0.00679112
0,8,1,,5,0.02332185
0,9,0,,4,0.00593864
0,9,1,,5,0.02332185
0,10,0,,4,0.00482933
0,10,1,,5,0.02332185
0,11,0,,4,0.00457756
0,11,1,,5,0.02332185
0,12,0,,4,0.00796572
0,12,1,,5,0.02332185
0,13,0,,4,0.00481456
0,13,1,,5,0.02332185
0,14,0,,4,0.00465633
0,14,1,,5,0.02332185
0,15,0,,4,0.00479861
0,15,1,,5,0.02332185
0,16,0,,5,0.01656804
0,16,1,,5,0.01123112
0,17,0,,5,0.01656804
0,17,1,,5,0.02015423
0,18,0,,4,0.00765754
0,18,1,,5,0.02332185
0,19,0,,5,0.01656804
0,19,1,,5,0.02015423
0,20,0,,5,0.01656804
0,20,1,,5,0.02015423
0,21,0,,5,0.01656804
0,21,1,,5,0.01365497
0,22,0,,5,0.01656804
0,22,1,,5,0.01476077
0,23,0,,5,0.01656804
0,23,1,,5,0.02015423
0,24,0,,5,0.01656804
0,24,1,,5,0.01958849
0,25,0,,5,0.01656804
0,25,1,,4,0.01393208
0,26,0,,5,0.01656804
0,26,1,,5,0.01000153
0,27,0,,5,0.01656804
0,27,1,,5,0.01256745
0,28,0,,5,0.01656804
0,28,1,,4,0.00606389
0,29,0,,5,0.01656804
0,29,1,,5,0.02067798
1,0,0,,5,0.02029577
1,0,1,,3,0.00587143
1,1,0,,5,0.02275083
1,1,1,,3,0.00399597
1,2,0,,5,0.0149227
1,2,1,,4,0.00469037
1,3,0,,5,0.02275083
