"simulation";"bout";"interference";"exploitation1";"exploitation2"
1;1;0;5;1
1;2;0;4;0
1;3;0;5;0
1;4;0;0;0
1;5;0;2;0
1;6;0;3;7
1;7;0;1;1
1;8;2;0;0
1;9;0;1;2
1;10;0;0;0
1;11;1;1;0
1;12;1;2;1
1;13;0;1;45
1;14;2;0;0
1;15;0;1;3
1;16;0;1;4
1;17;0;0;2
1;18;2;1;2
1;19;0;0;31
1;20;1;39;13
1;21;0;0;4
1;22;0;25;0
1;23;0;0;1
1;24;2;0;0
1;25;3;30;17
1;26;0;1;1
1;27;2;0;0
1;28;0;8;0
1;29;0;2;1
1;30;1;1;0
1;31;1;0;1
1;32;0;0;1
1;33;0;2;0
1;34;0;1;1
1;35;1;0;0
1;36;0;2;0
1;37;0;2;0
1;38;1;0;0
1;39;0;0;1
1;40;0;1;1
1;41;1;1;0
1;42;0;1;0
1;43;1;6;0
1;44;0;1;1
1;45;0;1;3
1;46;0;3;0
1;47;1;12;1
1;48;0;1;0
1;49;0;1;2
1;50;0;1;0
2;1;2;3;2
2;2;0;1;0
2;3;0;29;9
2;4;0;5;0
2;5;0;0;1
2;6;4;0;0
2;7;0;2;1
2;8;0;1;1
2;9;1;3;0
2;10;0;5;1
2;11;2;0;0
2;12;1;1;0
2;13;2;0;0
2;14;1;3;1
2;15;1;2;0
2;16;1;0;0
2;17;0;1;3
2;18;0;6;0
2;19;7;14;43
2;20;0;2;1
2;21;0;1;1
2;22;0;10;6
2;23;0;1;2
2;24;0;0;0
2;25;1;0;2
2;26;0;0;0
2;27;8;47;47
2;28;1;30;0
2;29;1;2;1
2;30;1;0;0
2;31;0;0;1
2;32;0;2;0
2;33;0;0;0
2;34;1;3;1
2;35;1;1;2
2;36;0;1;1
2;37;4;1;39
2;38;0;0;11
2;39;0;7;0
2;40;2;7;3
2;41;0;1;0
2;42;0;1;44
2;43;0;4;0
2;44;0;9;11
2;45;1;3;0
2;46;1;0;17
2;47;1;1;3
2;48;0;0;1
2;49;1;2;0
2;50;0;1;0
3;1;0;0;41
3;2;0;0;7
3;3;3;3;0
3;4;0;4;0
3;5;1;2;1
3;6;3;3;2
3;7;0;0;1
3;8;0;4;1
3;9;0;0;7
3;10;1;1;3
3;11;0;8;0
3;12;0;5;1
3;13;1;1;0
3;14;5;52;30
3;15;0;1;0
3;16;2;1;57
3;17;0;1;3
3;18;0;1;0
3;19;0;1;6
3;20;0;1;1
3;21;0;2;0
3;22;0;4;16
3;23;1;0;0
3;24;0;2;1
3;25;0;1;0
3;26;0;0;12
3;27;0;1;1
3;28;1;1;3
3;29;0;2;5
3;30;1;2;5
3;31;0;0;0
3;32;0;0;0
3;33;0;0;0
3;34;1;0;0
3;35;0;2;0
3;36;2;0;0
3;37;0;0;1
3;38;1;0;1
3;39;0;1;1
3;40;1;70;1
3;41;0;4;0
3;42;1;20;7
3;43;1;0;0
3;44;1;2;1
3;45;0;0;4
3;46;3;28;0
3;47;1;0;0
3;48;0;0;0
3;49;0;2;0
3;50;0;1;19
4;1;0;1;6
4;2;0;66;3
4;3;1;5;1
4;4;1;0;3
4;5;0;2;9
4;6;0;24;1
4;7;0;0;0
4;8;2;0;0
4;9;3;0;0
4;10;2;0;0
4;11;1;1;5
4;12;1;0;67
4;13;0;4;1
4;14;0;0;2
4;15;0;5;1
4;16;1;0;0
4;17;0;0;0
4;18;0;0;3
4;19;3;16;70
4;20;0;0;1
4;21;1;0;0
4;22;0;1;5
4;23;0;1;4
4;24;0;0;23
4;25;1;4;8
4;26;1;1;2
4;27;1;1;2
4;28;1;1;2
4;29;1;10;0
4;30;1;0;0
4;31;0;2;4
4;32;1;8;2
4;33;0;5;0
4;34;0;7;0
4;35;0;0;1
4;36;2;0;0
4;37;0;1;1
4;38;0;1;1
4;39;2;0;0
4;40;1;1;0
4;41;0;1;1
4;42;0;0;1
4;43;0;1;0
4;44;1;2;3
4;45;0;0;1
4;46;1;0;0
4;47;0;1;4
4;48;0;0;3
4;49;0;3;13
4;50;0;2;1
5;1;1;20;3
5;2;1;54;4
5;3;0;0;2
5;4;0;1;1
5;5;1;1;2
5;6;0;0;1
5;7;0;1;0
5;8;1;1;9
5;9;1;14;2
5;10;0;4;1
5;11;0;1;11
5;12;1;3;1
5;13;1;1;3
5;14;4;53;4
5;15;1;1;3
5;16;0;1;2
5;17;0;14;0
5;18;1;0;2
5;19;0;1;4
5;20;0;1;2
5;21;0;1;44
5;22;0;1;1
5;23;1;1;1
5;24;0;3;0
5;25;5;35;12
5;26;0;2;0
5;27;0;0;0
5;28;0;0;3
5;29;2;0;0
5;30;2;6;0
5;31;0;0;2
5;32;1;0;1
5;33;0;1;2
5;34;9;17;60
5;35;2;0;0
5;36;1;0;0
5;37;0;0;1
5;38;2;11;5
5;39;0;1;4
5;40;0;1;0
5;41;0;0;9
5;42;0;0;0
5;43;0;0;0
5;44;0;0;1
5;45;1;1;1
5;46;0;0;1
5;47;0;0;7
5;48;1;2;1
5;49;0;1;11
5;50;1;0;0
6;1;0;0;0
6;2;0;4;0
6;3;0;1;1
6;4;0;3;0
6;5;0;1;1
6;6;0;8;0
6;7;0;3;1
6;8;1;3;0
6;9;0;3;1
6;10;0;4;0
6;11;14;35;34
6;12;6;46;7
6;13;1;5;1
6;14;1;3;2
6;15;1;1;6
6;16;0;0;1
6;17;1;1;0
6;18;1;0;2
6;19;1;1;2
6;20;0;0;0
6;21;0;2;45
6;22;1;0;0
6;23;0;2;1
6;24;0;1;2
6;25;2;0;0
6;26;1;0;17
6;27;0;5;1
6;28;0;5;0
6;29;3;66;4
6;30;1;2;2
6;31;0;2;0
6;32;0;1;1
6;33;0;0;0
6;34;0;1;2
6;35;2;1;0
6;36;4;9;26
6;37;1;1;1
6;38;0;1;0
6;39;1;0;0
6;40;0;2;0
6;41;1;2;0
6;42;0;3;6
6;43;6;0;19
6;44;0;17;0
6;45;1;0;0
6;46;1;0;0
6;47;0;2;1
6;48;2;0;0
6;49;0;0;0
6;50;0;0;1
7;1;3;0;1
7;2;1;2;1
7;3;0;1;0
7;4;3;12;5
7;5;0;1;1
7;6;1;0;2
7;7;0;2;1
7;8;2;0;0
7;9;2;0;0
7;10;3;9;4
7;11;1;2;0
7;12;0;0;1
7;13;1;0;0
7;14;1;0;3
7;15;0;0;0
7;16;0;0;5
7;17;0;6;2
7;18;5;41;30
7;19;0;0;1
7;20;1;2;0
7;21;0;0;3
7;22;1;2;2
7;23;0;0;4
7;24;0;0;3
7;25;1;2;1
7;26;1;0;0
7;27;1;0;0
7;28;0;4;14
7;29;6;54;9
7;30;0;0;0
7;31;0;0;0
7;32;0;1;1
7;33;3;0;43
7;34;0;1;0
7;35;0;1;17
7;36;2;0;3
7;37;1;0;0
7;38;1;1;3
7;39;0;1;1
7;40;1;2;0
7;41;0;1;1
7;42;0;1;0
7;43;0;2;0
7;44;0;1;2
7;45;0;0;0
7;46;0;0;5
7;47;1;2;9
7;48;0;1;3
7;49;0;26;3
7;50;0;0;1
8;1;2;8;0
8;2;1;5;9
8;3;0;6;0
8;4;0;4;1
8;5;0;38;0
8;6;1;3;1
8;7;0;2;2
8;8;2;0;0
8;9;0;2;0
8;10;0;16;0
8;11;0;0;35
8;12;1;10;69
8;13;0;18;0
8;14;0;0;0
8;15;6;32;12
8;16;0;1;2
8;17;0;1;4
8;18;3;6;0
8;19;0;0;0
8;20;0;2;3
8;21;1;0;1
8;22;1;1;0
8;23;3;0;0
8;24;0;1;1
8;25;0;1;2
8;26;7;26;25
8;27;1;3;1
8;28;2;0;0
8;29;0;2;1
8;30;1;0;2
8;31;0;0;2
8;32;0;0;0
8;33;0;1;1
8;34;0;1;1
8;35;0;0;5
8;36;1;8;0
8;37;5;1;6
8;38;0;1;1
8;39;0;16;0
8;40;0;8;0
8;41;0;5;0
8;42;0;0;0
8;43;1;1;0
8;44;0;0;1
8;45;2;0;0
8;46;0;1;1
8;47;3;0;0
8;48;0;1;1
8;49;0;1;1
8;50;0;0;1
9;1;0;1;1
9;2;0;2;4
9;3;1;0;1
9;4;1;1;6
9;5;0;1;0
9;6;0;3;6
9;7;0;5;0
9;8;0;1;2
9;9;1;1;0
9;10;0;11;2
9;11;1;0;3
9;12;0;2;1
9;13;1;15;1
9;14;2;0;0
9;15;0;0;0
9;16;0;0;0
9;17;2;0;0
9;18;0;3;1
9;19;1;0;0
9;20;5;27;17
9;21;0;1;4
9;22;1;3;4
9;23;0;0;1
9;24;1;0;0
9;25;0;0;3
9;26;1;1;3
9;27;2;0;0
9;28;1;0;0
9;29;1;2;20
9;30;1;70;7
9;31;1;0;0
9;32;0;0;0
9;33;0;0;0
9;34;0;11;0
9;35;0;1;7
9;36;5;22;3
9;37;1;0;0
9;38;1;0;0
9;39;0;1;1
9;40;0;1;1
9;41;1;0;16
9;42;0;0;7
9;43;1;2;2
9;44;0;0;3
9;45;0;0;9
9;46;0;0;2
9;47;2;3;15
9;48;2;0;0
9;49;0;0;0
9;50;1;0;0
10;1;0;47;2
10;2;1;1;2
10;3;1;4;1
10;4;3;0;0
10;5;2;4;52
10;6;1;8;0
10;7;0;0;2
10;8;0;26;0
10;9;0;1;4
10;10;0;3;3
10;11;3;2;2
10;12;0;0;1
10;13;0;2;3
10;14;2;0;0
10;15;0;3;4
10;16;1;2;0
10;17;1;24;11
10;18;1;0;0
10;19;0;22;2
10;20;0;0;1
10;21;1;0;0
10;22;1;2;3
10;23;0;4;2
10;24;0;0;1
10;25;0;2;0
10;26;0;1;0
10;27;0;1;0
10;28;0;1;0
10;29;0;7;0
10;30;2;33;1
10;31;0;0;2
10;32;3;8;27
10;33;0;0;0
10;34;1;2;0
10;35;1;0;1
10;36;1;0;0
10;37;0;12;1
10;38;2;0;0
10;39;1;0;2
10;40;0;0;4
10;41;0;0;0
10;42;1;0;0
10;43;0;0;2
10;44;0;0;0
10;45;0;0;2
10;46;1;1;1
10;47;1;8;12
10;48;2;0;0
10;49;2;0;1
10;50;0;4;1
11;1;0;5;1
11;2;1;0;63
11;3;1;9;1
11;4;1;0;4
11;5;6;30;24
11;6;1;2;3
11;7;0;3;5
11;8;1;2;2
11;9;1;2;6
11;10;0;2;0
11;11;0;1;0
11;12;0;0;2
11;13;0;1;3
11;14;0;3;0
11;15;0;0;1
11;16;2;3;2
11;17;3;1;0
11;18;0;3;2
11;19;2;8;14
11;20;1;3;13
11;21;2;0;0
11;22;0;1;0
11;23;2;0;0
11;24;0;0;2
11;25;1;2;5
11;26;0;3;1
11;27;0;2;1
11;28;1;2;2
11;29;0;6;0
11;30;0;0;0
11;31;0;1;1
11;32;0;0;1
11;33;2;0;0
11;34;0;4;0
11;35;2;0;0
11;36;0;20;2
11;37;0;0;0
11;38;0;1;1
11;39;0;2;0
11;40;0;68;0
11;41;0;1;1
11;42;3;10;4
11;43;3;26;5
11;44;1;0;0
11;45;1;7;5
11;46;0;0;0
11;47;0;3;1
11;48;0;16;4
11;49;0;3;1
11;50;0;0;0
12;1;0;0;0
12;2;0;2;2
12;3;4;22;0
12;4;0;1;3
12;5;1;1;2
12;6;3;0;0
12;7;1;1;2
12;8;0;1;0
12;9;1;0;8
12;10;0;15;0
12;11;1;1;1
12;12;0;1;1
12;13;0;0;2
12;14;0;0;0
12;15;3;0;56
12;16;3;0;0
12;17;0;1;1
12;18;0;1;1
12;19;0;0;9
12;20;0;0;0
12;21;1;6;1
12;22;1;1;0
12;23;2;1;0
12;24;3;0;7
12;25;3;0;0
12;26;1;0;1
12;27;0;0;2
12;28;0;2;2
12;29;1;0;0
12;30;0;4;0
12;31;0;0;6
12;32;3;0;2
12;33;1;1;0
12;34;1;0;2
12;35;1;0;9
12;36;0;1;1
12;37;0;0;0
12;38;0;1;1
12;39;0;3;0
12;40;1;0;0
12;41;0;4;0
12;42;2;0;0
12;43;0;1;1
12;44;1;1;19
12;45;1;0;0
12;46;0;1;5
12;47;0;0;1
12;48;2;20;6
12;49;3;3;6
12;50;0;1;1
13;1;1;1;3
13;2;0;1;1
13;3;0;6;2
13;4;0;5;0
13;5;2;0;0
13;6;0;1;1
13;7;1;4;1
13;8;0;1;1
13;9;0;0;8
13;10;1;2;2
13;11;2;0;0
13;12;0;1;2
13;13;1;14;0
13;14;1;0;0
13;15;3;0;0
13;16;0;0;8
13;17;1;1;3
13;18;1;5;2
13;19;0;1;1
13;20;1;2;0
13;21;3;0;8
13;22;0;0;1
13;23;0;3;1
13;24;1;0;0
13;25;0;0;3
13;26;0;2;0
13;27;0;2;0
13;28;0;3;1
13;29;0;2;2
13;30;0;0;4
13;31;0;0;7
13;32;1;2;3
13;33;5;65;14
13;34;3;0;0
13;35;0;0;2
13;36;5;28;32
13;37;0;2;0
13;38;0;3;0
13;39;0;0;34
13;40;2;18;0
13;41;1;1;0
13;42;0;0;1
13;43;0;1;0
13;44;0;8;1
13;45;1;4;1
13;46;5;37;16
13;47;1;0;1
13;48;0;1;0
13;49;0;0;2
13;50;1;1;0
14;1;0;0;5
14;2;1;1;0
14;3;0;2;2
14;4;0;2;2
14;5;0;2;1
14;6;3;0;0
