"simulation";"bout";"interference";"exploitation1";"exploitation2"
1;1;1;13;1
1;2;1;0;0
1;3;1;0;0
1;4;0;3;0
1;5;1;5;0
1;6;0;2;2
1;7;2;6;8
1;8;1;4;9
1;9;0;0;8
1;10;0;0;31
1;11;2;0;8
1;12;0;8;2
1;13;0;0;9
1;14;0;0;34
1;15;2;7;0
1;16;0;12;1
1;17;0;0;6
1;18;0;0;6
1;19;0;14;0
1;20;0;4;3
1;21;0;1;5
1;22;2;11;0
1;23;0;1;9
1;24;1;1;10
1;25;2;7;1
1;26;3;2;2
1;27;0;1;11
1;28;1;11;3
1;29;1;3;2
1;30;0;8;4
1;31;0;4;0
1;32;0;3;20
1;33;0;23;0
1;34;0;4;0
1;35;0;21;4
1;36;0;30;3
1;37;2;5;1
1;38;0;0;7
1;39;1;8;0
1;40;0;1;11
1;41;1;0;11
1;42;1;2;1
1;43;0;26;0
1;44;0;5;2
1;45;3;10;5
1;46;0;3;0
1;47;0;5;2
1;48;1;1;15
1;49;1;6;6
1;50;0;4;5
2;1;0;13;0
2;2;0;4;4
2;3;0;0;9
2;4;0;8;0
2;5;1;13;8
2;6;0;7;2
2;7;1;12;3
2;8;1;1;1
2;9;0;16;0
2;10;1;26;1
2;11;2;5;9
2;12;0;5;2
2;13;0;1;13
2;14;0;3;6
2;15;1;15;2
2;16;0;1;5
2;17;0;1;20
2;18;1;1;1
2;19;0;3;1
2;20;0;4;2
2;21;0;4;0
2;22;1;0;6
2;23;1;6;0
2;24;0;16;1
2;25;1;6;0
2;26;1;6;18
2;27;0;0;0
2;28;3;0;11
2;29;1;3;10
2;30;1;1;13
2;31;0;8;3
2;32;1;7;0
2;33;0;6;4
2;34;1;5;0
2;35;1;5;4
2;36;0;0;9
2;37;0;1;30
2;38;0;12;2
2;39;0;10;0
2;40;1;8;10
2;41;0;11;0
2;42;1;2;10
2;43;1;8;0
2;44;1;1;3
2;45;1;3;1
2;46;1;7;2
2;47;1;6;1
2;48;0;1;3
2;49;0;0;16
2;50;0;5;2
3;1;2;0;41
3;2;0;0;22
3;3;0;21;1
3;4;0;2;22
3;5;0;1;1
3;6;1;9;4
3;7;0;0;2
3;8;0;9;1
3;9;1;21;1
3;10;1;11;5
3;11;0;11;0
3;12;0;3;9
3;13;2;1;8
3;14;2;1;9
3;15;0;1;2
3;16;0;6;0
3;17;1;0;8
3;18;2;2;0
3;19;0;0;6
3;20;0;7;24
3;21;1;2;10
3;22;0;7;1
3;23;1;2;4
3;24;0;1;12
3;25;2;0;10
3;26;0;8;18
3;27;0;1;1
3;28;0;3;1
3;29;0;2;16
3;30;1;3;0
3;31;0;10;0
3;32;1;1;23
3;33;1;6;7
3;34;0;1;2
3;35;1;1;2
3;36;1;2;1
3;37;3;2;8
3;38;0;3;0
3;39;0;1;10
3;40;0;2;2
3;41;3;0;13
3;42;0;2;0
3;43;0;9;0
3;44;0;4;10
3;45;0;5;1
3;46;1;4;1
3;47;0;2;6
3;48;0;4;3
3;49;0;7;13
3;50;4;9;18
4;1;0;4;9
4;2;2;1;1
4;3;0;1;29
4;4;0;8;0
4;5;1;7;8
4;6;0;2;6
4;7;2;0;3
4;8;0;16;3
4;9;2;13;0
4;10;0;1;36
4;11;2;5;17
4;12;1;2;12
4;13;0;0;5
4;14;1;0;17
4;15;0;6;2
4;16;0;20;2
4;17;1;13;0
4;18;2;3;0
4;19;0;11;2
4;20;0;5;2
4;21;1;13;1
4;22;1;28;1
4;23;0;2;6
4;24;1;3;4
4;25;0;14;2
4;26;1;6;0
4;27;0;3;0
4;28;0;12;4
4;29;4;0;5
4;30;1;0;1
4;31;1;9;4
4;32;0;4;3
4;33;1;7;0
4;34;2;6;3
4;35;0;2;2
4;36;0;6;0
4;37;0;0;3
4;38;0;4;14
4;39;3;5;17
4;40;0;6;1
4;41;0;0;5
4;42;0;0;9
4;43;0;1;1
4;44;0;1;6
4;45;0;34;3
4;46;0;0;7
4;47;0;3;8
4;48;0;2;3
4;49;1;0;1
4;50;1;5;5
5;1;0;0;23
5;2;0;19;0
5;3;0;12;0
5;4;0;9;2
5;5;2;9;10
5;6;1;11;1
5;7;1;2;11
5;8;1;5;3
5;9;1;9;0
5;10;0;16;0
5;11;0;23;0
5;12;1;2;35
5;13;0;18;0
5;14;0;1;16
5;15;0;1;10
5;16;1;0;2
5;17;0;2;14
5;18;0;2;2
5;19;0;0;10
5;20;1;16;0
5;21;0;3;3
5;22;1;2;4
5;23;0;8;4
5;24;2;8;3
5;25;1;2;3
5;26;1;5;2
5;27;1;1;2
5;28;1;1;4
5;29;0;14;3
5;30;2;14;12
5;31;0;18;3
5;32;0;2;26
5;33;0;2;4
5;34;0;4;2
5;35;3;3;23
5;36;0;2;5
5;37;2;1;15
5;38;3;3;2
5;39;0;2;0
5;40;0;13;0
5;41;0;0;13
5;42;2;3;1
5;43;0;3;4
5;44;1;1;6
5;45;0;0;0
5;46;2;0;18
5;47;1;1;5
5;48;0;0;25
5;49;2;16;2
5;50;1;7;0
6;1;1;1;5
6;2;1;20;4
6;3;1;14;1
6;4;1;16;1
6;5;1;2;1
6;6;0;1;9
6;7;0;0;20
6;8;0;1;11
6;9;1;1;7
6;10;0;8;0
6;11;1;0;4
6;12;0;0;16
6;13;3;1;6
6;14;0;0;0
6;15;0;0;10
6;16;1;5;5
6;17;1;6;0
6;18;1;2;10
6;19;1;2;5
6;20;0;12;2
6;21;2;2;0
6;22;0;28;1
6;23;1;8;0
6;24;0;1;9
6;25;0;5;16
6;26;0;0;9
6;27;0;7;2
6;28;2;2;2
6;29;1;3;2
6;30;1;25;1
6;31;0;23;0
6;32;1;13;2
6;33;1;3;16
6;34;0;1;12
6;35;1;8;2
6;36;1;3;0
6;37;1;16;2
6;38;0;1;2
6;39;1;1;6
6;40;1;2;26
6;41;2;12;10
6;42;2;2;5
6;43;1;1;0
6;44;0;5;3
6;45;0;10;2
6;46;0;1;0
6;47;1;2;2
6;48;1;1;25
6;49;0;7;1
6;50;1;2;14
7;1;1;1;26
7;2;0;1;10
7;3;0;0;4
7;4;1;1;12
7;5;1;0;12
7;6;0;19;2
7;7;0;3;3
7;8;0;8;3
7;9;1;6;0
7;10;0;5;1
7;11;1;1;9
7;12;0;1;2
7;13;3;0;8
7;14;0;10;0
7;15;1;3;3
7;16;1;4;4
7;17;1;0;1
7;18;1;1;4
7;19;0;1;5
7;20;1;19;3
7;21;0;15;2
7;22;4;1;19
7;23;0;8;1
7;24;1;2;2
7;25;0;22;0
7;26;2;5;1
7;27;0;8;2
7;28;1;0;12
7;29;1;0;3
7;30;0;0;11
7;31;1;1;2
7;32;1;5;1
7;33;0;30;2
7;34;0;1;18
7;35;1;0;8
7;36;1;6;4
7;37;1;4;0
7;38;1;0;1
7;39;1;7;0
7;40;0;2;2
7;41;0;19;1
7;42;1;1;4
7;43;1;5;0
7;44;1;22;0
7;45;1;0;0
7;46;2;2;1
7;47;1;1;0
7;48;1;4;2
7;49;3;1;17
7;50;1;7;3
8;1;3;2;2
8;2;0;7;0
8;3;0;1;3
8;4;0;6;1
8;5;0;0;9
8;6;1;0;10
8;7;1;1;1
8;8;1;5;6
8;9;0;1;6
8;10;0;0;22
8;11;5;1;0
8;12;2;0;1
8;13;0;2;6
8;14;1;27;1
8;15;1;3;2
8;16;1;7;2
8;17;0;4;12
8;18;3;7;12
8;19;0;7;1
8;20;3;9;1
8;21;0;4;0
8;22;2;7;0
8;23;2;8;5
8;24;0;0;25
8;25;1;6;1
