"sim","bout","bee","distance"
1,1,1,0.280514019136809
1,2,1,0.264276532478088
1,3,1,0.450403554487836
1,4,1,0.576893667825705
1,5,1,0.567134403729285
1,6,1,0.221909267789662
1,7,1,0.658916983699318
1,8,1,0.595668315806677
1,9,1,0.520688267063783
1,10,1,0.505929605681082
1,11,1,0.255635448832727
1,12,1,0.37090543106628
1,13,1,0.189124204182685
1,14,1,0.215430460685353
1,15,1,0.362194685994435
1,16,1,0.223855362072491
1,17,1,0.0313122731320939
1,18,1,0.438520138352683
1,19,1,0.0141951518819591
1,20,1,0.304997817287293
2,1,1,0.608031583775021
2,2,1,0.226230131190617
2,3,1,0.293811315984127
2,4,1,0.492834537388634
2,5,1,0.576665171106823
2,6,1,0.529498880281785
2,7,1,0.318046024020436
2,8,1,0.410930692586796
2,9,1,0.387722618057688
2,10,1,0.202154135931265
2,11,1,0.280170681185184
2,12,1,0.261264176766151
2,13,1,0.161253798368573
2,14,1,0.445517546986793
2,15,1,0.154751078595371
2,16,1,0.204696728244024
2,17,1,0.198966703687311
2,18,1,0.0542870252953492
2,19,1,0.0371172113848357
2,20,1,0.178119935794644
3,1,1,0.659578305069051
3,2,1,0.663770878081023
3,3,1,0.4877385521787
3,4,1,0.33554664248554
3,5,1,0.172793870463166
3,6,1,0.473217722416711
3,7,1,0.189866247805915
3,8,1,0.571783881560112
3,9,1,0.454944541061359
3,10,1,0.50270964497803
3,11,1,0.198632295091711
3,12,1,0.208822471254425
3,13,1,0.481753191791491
3,14,1,0.186307986056291
3,15,1,0.15008880065704
3,16,1,0.615083634322506
3,17,1,0.148224528389071
3,18,1,0.45091542354641
3,19,1,0.274807176508317
3,20,1,0.305960287467446
4,1,1,0.30102451538748
4,2,1,0.530706875330374
4,3,1,0.219666184609196
4,4,1,0.569082789273393
4,5,1,0.37509277146634
4,6,1,0.295452028837833
4,7,1,0.400423360718474
4,8,1,0.398727189616557
4,9,1,0.382054793784871
4,10,1,0.751200773460944
4,11,1,0.363794638102184
4,12,1,0.292797697284229
4,13,1,0.31788915729511
4,14,1,0.472845467889941
4,15,1,0.523098418461261
4,16,1,0.348815962972247
4,17,1,0.300454334169903
4,18,1,0.218419233340711
4,19,1,0.162732784730457
4,20,1,0.146240917420847
5,1,1,0.360869274485477
5,2,1,0.303763935797737
5,3,1,0.34982824010797
5,4,1,0.572841071734191
5,5,1,0.470091834863255
5,6,1,0.544377869108482
5,7,1,0.0633628619229604
5,8,1,0.610541060488113
5,9,1,0.49658243017544
5,10,1,0.538998679802998
5,11,1,0.216520648916556
5,12,1,0.419746711662427
5,13,1,0.04541092403321
5,14,1,0.315469000003347
5,15,1,0.273244255000946
5,16,1,0.32328719538144
5,17,1,0.265641154377203
5,18,1,0.327566520961402
5,19,1,0.186122657141875
5,20,1,0.102451391223329
6,1,1,0.27198500062038
6,2,1,0.617305490125362
6,3,1,0.722123249150823
6,4,1,0.528047922086492
6,5,1,0.473094910179896
6,6,1,0.519651663516762
6,7,1,0.298187897449164
6,8,1,0.251080247451636
6,9,1,0.362861124503835
6,10,1,0.247785291829166
6,11,1,0.363175018586467
6,12,1,0.259472842786114
6,13,1,0.244230261819875
6,14,1,0.398218100414206
6,15,1,0.241917839970041
6,16,1,0.331108178549711
6,17,1,0.151859552440863
6,18,1,0.121814674307767
6,19,1,0.0721611509368264
6,20,1,0.0607328918505908
7,1,1,0.649230232440447
7,2,1,0.351569397502821
7,3,1,0.741624026837184
7,4,1,0.54959498029734
7,5,1,0.527158106300138
7,6,1,0.43565325750955
7,7,1,0.262931176362947
7,8,1,0.486891672081006
7,9,1,0.0709250397729951
7,10,1,0.0132026915584996
7,11,1,0.291958517233415
7,12,1,0.0817290110204995
7,13,1,0.0564504398354095
7,14,1,0.23434151329766
7,15,1,0.0261240805613727
7,16,1,0.219533484492013
7,17,1,0.203917298946802
7,18,1,0.177117678269879
7,19,1,0.144512472421594
7,20,1,0.199687500884365
8,1,1,0.204342109108319
8,2,1,0.305123905968524
8,3,1,0.759141280848121
8,4,1,0.443381259060019
8,5,1,0.452629716169524
8,6,1,0.439541260318927
8,7,1,0.675597421414363
8,8,1,0.488402345053842
8,9,1,0.607379154324154
8,10,1,0.341987162532144
8,11,1,0.440423160900689
8,12,1,0.35132884366498
8,13,1,0.319636453519191
8,14,1,0.253712240067247
8,15,1,0.111244406543871
8,16,1,0.0281931230957255
8,17,1,0.124577127867678
8,18,1,0.0473681276660361
8,19,1,0.228235306147143
8,20,1,0.0219067752693465
9,1,1,0.649230232440447
9,2,1,0.71819461933998
9,3,1,0.606089180703331
9,4,1,0.464615394422976
9,5,1,0.592174201190744
9,6,1,0.434318933679351
9,7,1,0.306143964430065
9,8,1,0.438585578492492
9,9,1,0.397793228507487
9,10,1,0.27292738847563
9,11,1,0.375543121541229
9,12,1,0.221691486928285
9,13,1,0.389892151694032
9,14,1,0.315867304848605
9,15,1,0.0128738673334802
9,16,1,0.354998886539127
9,17,1,0.337932094672488
9,18,1,0.306702650516588
9,19,1,0.264357097598155
9,20,1,0.0557986458192962
10,1,1,0.547592584631355
10,2,1,0.351569397502821
10,3,1,0.53871167119388
10,4,1,0.633435297190969
10,5,1,0.263731656102378
10,6,1,0.517170459418545
10,7,1,0.351137884011891
10,8,1,0.38021479306209
10,9,1,0.302614106814895
10,10,1,0.262351370071654
10,11,1,0.326284975611307
10,12,1,0.362715069487944
10,13,1,0.061493253604622
10,14,1,0.215266531596245
10,15,1,0.203371434126669
10,16,1,0.321946099623411
10,17,1,0.388458169569606
10,18,1,0.201483273161769
10,19,1,0.17605716848414
10,20,1,0.00393234043146306
