"ID","x","y","patch"
0,0,0,1
1,-116.243251416152,152.365835410964,2
2,-140.16278786483,182.92766514044,2
3,-122.933954332283,126.681758177563,2
4,-140.810629862992,152.06911291358,2
5,-93.9537326782292,162.768759791413,2
6,-182.32973423506,-5.05461898341813,3
7,-181.360855278951,-31.433054093257,3
8,-203.116188093828,-3.09993378949584,3
9,233.954602635716,121.400436244624,4
10,245.850729382054,139.774514931719,4
