simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,absolute_quality
0,0,0,,5,0.01010444
0,0,1,,3,0.00843714
0,1,0,,5,0.01586865
0,1,1,,4,0.01891113
0,2,0,,5,0.01586865
0,2,1,,5,0.01320796
0,3,0,,5,0.01586865
0,3,1,,5,0.00858096
0,4,0,,5,0.01586865
0,4,1,,5,0.02259085
0,5,0,,5,0.01586865
0,5,1,,5,0.02259085
0,6,0,,5,0.01586865
0,6,1,,5,0.02259085
0,7,0,,5,0.01586865
0,7,1,,5,0.02259085
0,8,0,,5,0.01586865
0,8,1,,5,0.02259085
0,9,0,,5,0.01586865
0,9,1,,5,0.02259085
0,10,0,,5,0.01586865
0,10,1,,5,0.02259085
0,11,0,,5,0.01586865
0,11,1,,5,0.02259085
0,12,0,,5,0.01586865
0,12,1,,5,0.02259085
0,13,0,,5,0.01586865
0,13,1,,5,0.02259085
0,14,0,,5,0.01586865
0,14,1,,5,0.02259085
0,15,0,,5,0.01586865
0,15,1,,5,0.02259085
0,16,0,,5,0.01586865
0,16,1,,5,0.02259085
0,17,0,,5,0.01586865
0,17,1,,5,0.02259085
0,18,0,,5,0.01586865
0,18,1,,5,0.02259085
0,19,0,,5,0.01586865
0,19,1,,5,0.02259085
0,20,0,,5,0.01586865
0,20,1,,5,0.02259085
0,21,0,,5,0.01586865
0,21,1,,5,0.02259085
0,22,0,,5,0.01586865
0,22,1,,5,0.02259085
0,23,0,,5,0.01586865
0,23,1,,5,0.02259085
0,24,0,,5,0.01586865
0,24,1,,5,0.02259085
0,25,0,,5,0.01586865
0,25,1,,5,0.02259085
0,26,0,,5,0.01586865
0,26,1,,5,0.02259085
0,27,0,,5,0.01586865
0,27,1,,5,0.02259085
0,28,0,,5,0.01586865
0,28,1,,5,0.02259085
0,29,0,,5,0.01586865
0,29,1,,5,0.02259085
1,0,0,,4,0.01522384
1,0,1,,5,0.01516456
1,1,0,,5,0.00685087
1,1,1,,5,0.01996399
1,2,0,,5,0.01164951
1,2,1,,5,0.01996399
1,3,0,,2,0.01004721
1,3,1,,5,0.01996399
1,4,0,,4,0.00562599
1,4,1,,5,0.01996399
1,5,0,,5,0.00700039
1,5,1,,5,0.01996399
1,6,0,,3,0.01308678
1,6,1,,5,0.01996399
1,7,0,,3,0.01308678
1,7,1,,5,0.01996399
1,8,0,,3,0.01308678
1,8,1,,5,0.01996399
1,9,0,,3,0.01308678
1,9,1,,5,0.01996399
1,10,0,,3,0.01308678
1,10,1,,5,0.01996399
1,11,0,,3,0.01308678
1,11,1,,5,0.01996399
1,12,0,,3,0.01308678
1,12,1,,5,0.01996399
1,13,0,,3,0.01308678
1,13,1,,5,0.01996399
1,14,0,,3,0.01308678
1,14,1,,5,0.01996399
1,15,0,,3,0.01308678
1,15,1,,5,0.01996399
1,16,0,,4,0.01050251
1,16,1,,5,0.01996399
1,17,0,,4,0.0142173
1,17,1,,5,0.01996399
1,18,0,,5,0.00970307
1,18,1,,5,0.01996399
1,19,0,,5,0.00853653
1,19,1,,5,0.01996399
1,20,0,,4,0.0142173
1,20,1,,5,0.01996399
1,21,0,,5,0.01660118
1,21,1,,4,0.00490509
1,22,0,,4,0.00441401
1,22,1,,5,0.01996399
1,23,0,,5,0.01660118
1,23,1,,4,0.00475117
1,24,0,,4,0.00730521
1,24,1,,5,0.01996399
1,25,0,,4,0.00474529
1,25,1,,5,0.01996399
1,26,0,,4,0.00458985
1,26,1,,5,0.01996399
1,27,0,,5,0.0096351
1,27,1,,5,0.01996399
1,28,0,,4,0.0142173
1,28,1,,5,0.01996399
1,29,0,,4,0.01053786
1,29,1,,5,0.01996399
2,0,0,,4,0.01327195
2,0,1,,4,0.00745263
2,1,0,,4,0.01032409
2,1,1,,4,0.01385595
2,2,0,,4,0.00991471
2,2,1,,4,0.00553994
2,3,0,,4,0.00476135
2,3,1,,4,0.005886
2,4,0,,4,0.02237756
2,4,1,,4,0.01385595
2,5,0,,5,0.00806545
2,5,1,,4,0.01385595
2,6,0,,5,0.02426748
2,6,1,,5,0.01734219
2,7,0,,5,0.02426748
2,7,1,,5,0.01734219
2,8,0,,5,0.02426748
2,8,1,,5,0.01734219
2,9,0,,5,0.02426748
2,9,1,,5,0.01734219
2,10,0,,5,0.02426748
2,10,1,,5,0.01734219
2,11,0,,5,0.02426748
2,11,1,,5,0.01734219
2,12,0,,5,0.02426748
2,12,1,,5,0.01734219
2,13,0,,5,0.02426748
2,13,1,,5,0.01734219
2,14,0,,5,0.02426748
2,14,1,,5,0.01734219
2,15,0,,5,0.02426748
2,15,1,,5,0.01734219
2,16,0,,5,0.02426748
2,16,1,,5,0.01734219
2,17,0,,5,0.02426748
2,17,1,,5,0.01734219
2,18,0,,5,0.02426748
2,18,1,,5,0.01734219
2,19,0,,5,0.02426748
2,19,1,,5,0.01734219
2,20,0,,5,0.02426748
2,20,1,,5,0.01734219
2,21,0,,5,0.02426748
2,21,1,,5,0.01734219
2,22,0,,5,0.02426748
2,22,1,,5,0.01734219
2,23,0,,5,0.02426748
2,23,1,,5,0.01734219
2,24,0,,5,0.02426748
2,24,1,,5,0.01734219
2,25,0,,5,0.02426748
2,25,1,,5,0.01734219
2,26,0,,5,0.02426748
2,26,1,,5,0.01734219
2,27,0,,5,0.02426748
2,27,1,,5,0.01734219
2,28,0,,5,0.02426748
2,28,1,,5,0.01734219
2,29,0,,5,0.02426748
2,29,1,,5,0.01734219
3,0,0,,4,0.01229559
3,0,1,,5,0.01232494
3,1,0,,5,0.01169286
3,1,1,,4,0.00472884
3,2,0,,5,0.01697758
3,2,1,,4,0.00734937
3,3,0,,4,0.00486142
3,3,1,,5,0.02243756
3,4,0,,4,0.00430679
3,4,1,,5,0.02243756
3,5,0,,2,0.00635074
3,5,1,,5,0.02243756
3,6,0,,4,0.00494677
3,6,1,,5,0.02243756
3,7,0,,4,0.00470713
3,7,1,,5,0.02243756
3,8,0,,2,0.00635074
3,8,1,,5,0.02243756
3,9,0,,4,0.00456431
3,9,1,,5,0.02243756
3,10,0,,4,0.00500517
3,10,1,,5,0.02243756
3,11,0,,3,0.0101075
3,11,1,,5,0.02243756
3,12,0,,5,0.00933993
3,12,1,,5,0.02243756
3,13,0,,3,0.0101075
3,13,1,,5,0.02243756
3,14,0,,3,0.0101075
3,14,1,,5,0.02243756
3,15,0,,3,0.0101075
3,15,1,,5,0.02243756
3,16,0,,3,0.0101075
3,16,1,,5,0.02243756
3,17,0,,3,0.0101075
3,17,1,,5,0.02243756
3,18,0,,5,0.01285175
3,18,1,,5,0.02243756
3,19,0,,3,0.0101075
3,19,1,,5,0.02243756
3,20,0,,3,0.0101075
3,20,1,,5,0.02243756
3,21,0,,3,0.0101075
3,21,1,,5,0.02243756
3,22,0,,3,0.0101075
3,22,1,,5,0.02243756
3,23,0,,5,0.01398238
3,23,1,,5,0.02243756
3,24,0,,3,0.00486112
3,24,1,,5,0.02243756
3,25,0,,3,0.0101075
3,25,1,,5,0.02243756
3,26,0,,3,0.0101075
3,26,1,,5,0.02243756
3,27,0,,3,0.0101075
3,27,1,,5,0.02243756
3,28,0,,3,0.0101075
3,28,1,,5,0.02243756
3,29,0,,3,0.0101075
3,29,1,,5,0.02243756
4,0,0,,4,0.00490902
4,0,1,,5,0.02561257
4,1,0,,3,0.00799985
4,1,1,,5,0.01159988
4,2,0,,4,0.00482013
4,2,1,,5,0.01849411
4,3,0,,5,0.00967511
4,3,1,,5,0.01853446
4,4,0,,5,0.01112012
4,4,1,,5,0.02226287
4,5,0,,5,0.01245542
4,5,1,,5,0.02226287
4,6,0,,5,0.01470731
4,6,1,,4,0.01103171
4,7,0,,5,0.01470731
4,7,1,,4,0.00470849
4,8,0,,5,0.01470731
4,8,1,,4,0.00460937
4,9,0,,5,0.01470731
4,9,1,,4,0.01424824
4,10,0,,5,0.01470731
4,10,1,,4,0.00617834
4,11,0,,5,0.01245542
4,11,1,,5,0.02226287
4,12,0,,5,0.01470731
4,12,1,,5,0.01076342
4,13,0,,5,0.01470731
4,13,1,,5,0.01747923
4,14,0,,5,0.01470731
4,14,1,,4,0.01577068
4,15,0,,5,0.01470731
4,15,1,,5,0.01747923
4,16,0,,5,0.01470731
4,16,1,,5,0.01460757
4,17,0,,5,0.01470731
4,17,1,,4,0.01891113
4,18,0,,5,0.01470731
4,18,1,,4,0.00517826
4,19,0,,5,0.01470731
4,19,1,,5,0.01246979
4,20,0,,5,0.01470731
4,20,1,,4,0.01891113
4,21,0,,5,0.01470731
4,21,1,,4,0.01086058
4,22,0,,5,0.01470731
4,22,1,,5,0.01747923
4,23,0,,5,0.01470731
4,23,1,,5,0.01246979
4,24,0,,5,0.01470731
4,24,1,,5,0.01896159
4,25,0,,5,0.01470731
4,25,1,,4,0.01891113
4,26,0,,5,0.01470731
4,26,1,,4,0.01577068
4,27,0,,5,0.01470731
4,27,1,,4,0.01891113
4,28,0,,5,0.01470731
4,28,1,,5,0.01055876
4,29,0,,5,0.01470731
4,29,1,,4,0.01891113
5,0,0,,4,0.01886119
5,0,1,,3,0.00709043
5,1,0,,5,0.02162292
5,1,1,,3,0.00955518
5,2,0,,5,0.01921187
5,2,1,,4,0.01305319
5,3,0,,5,0.01921187
5,3,1,,4,0.00477236
5,4,0,,5,0.01921187
5,4,1,,5,0.01823529
5,5,0,,5,0.01984707
5,5,1,,5,0.01823529
5,6,0,,5,0.01984707
5,6,1,,5,0.01823529
5,7,0,,5,0.01984707
5,7,1,,5,0.01823529
5,8,0,,5,0.01984707
5,8,1,,5,0.01823529
5,9,0,,5,0.01984707
5,9,1,,5,0.01823529
5,10,0,,5,0.01984707
5,10,1,,5,0.01823529
5,11,0,,5,0.01984707
5,11,1,,5,0.01823529
5,12,0,,5,0.01984707
5,12,1,,5,0.01823529
5,13,0,,5,0.01984707
5,13,1,,5,0.01823529
5,14,0,,5,0.01984707
5,14,1,,5,0.01823529
5,15,0,,5,0.01984707
5,15,1,,5,0.01823529
5,16,0,,5,0.01984707
5,16,1,,5,0.01823529
5,17,0,,5,0.01984707
5,17,1,,5,0.01823529
5,18,0,,5,0.01984707
5,18,1,,5,0.01823529
5,19,0,,5,0.01984707
5,19,1,,5,0.01823529
5,20,0,,5,0.01984707
5,20,1,,5,0.01823529
5,21,0,,5,0.01984707
5,21,1,,5,0.01823529
5,22,0,,5,0.01984707
5,22,1,,5,0.01823529
5,23,0,,5,0.01984707
5,23,1,,5,0.01823529
5,24,0,,5,0.01984707
5,24,1,,5,0.01823529
5,25,0,,5,0.01984707
5,25,1,,5,0.01823529
5,26,0,,5,0.01984707
5,26,1,,5,0.01823529
5,27,0,,5,0.01984707
5,27,1,,5,0.01823529
5,28,0,,5,0.01984707
5,28,1,,5,0.01823529
5,29,0,,5,0.01984707
5,29,1,,5,0.01823529
6,0,0,,5,0.02314734
6,0,1,,2,0.00195199
6,1,0,,5,0.02314734
6,1,1,,2,0.0061222
6,2,0,,5,0.02314734
6,2,1,,2,0.0061222
6,3,0,,5,0.02314734
6,3,1,,2,0.0061222
6,4,0,,5,0.02314734
6,4,1,,5,0.0100111
6,5,0,,5,0.02314734
6,5,1,,5,0.01479102
6,6,0,,5,0.02314734
6,6,1,,5,0.01479102
6,7,0,,5,0.02314734
6,7,1,,5,0.01479102
6,8,0,,5,0.02314734
6,8,1,,5,0.01479102
6,9,0,,5,0.02314734
6,9,1,,5,0.01479102
6,10,0,,5,0.02314734
6,10,1,,5,0.01479102
6,11,0,,5,0.02314734
6,11,1,,5,0.01479102
6,12,0,,5,0.02314734
6,12,1,,5,0.01479102
6,13,0,,5,0.02314734
6,13,1,,5,0.01479102
6,14,0,,5,0.02314734
6,14,1,,5,0.01479102
6,15,0,,5,0.02314734
6,15,1,,5,0.01479102
6,16,0,,5,0.02314734
6,16,1,,5,0.01479102
6,17,0,,5,0.02314734
6,17,1,,5,0.01479102
6,18,0,,5,0.02314734
6,18,1,,5,0.01479102
6,19,0,,5,0.02314734
6,19,1,,5,0.01479102
6,20,0,,5,0.02314734
6,20,1,,5,0.01479102
6,21,0,,5,0.02314734
6,21,1,,5,0.01479102
6,22,0,,5,0.02314734
6,22,1,,5,0.01479102
6,23,0,,5,0.02314734
6,23,1,,5,0.01479102
6,24,0,,5,0.02314734
6,24,1,,5,0.01479102
6,25,0,,5,0.02314734
6,25,1,,5,0.01479102
6,26,0,,5,0.02314734
6,26,1,,5,0.01479102
6,27,0,,5,0.02314734
6,27,1,,5,0.01479102
6,28,0,,5,0.02314734
6,28,1,,5,0.01479102
6,29,0,,5,0.02314734
6,29,1,,5,0.01479102
7,0,0,,3,0.00618712
7,0,1,,2,0.00287766
7,1,0,,2,0.00559439
7,1,1,,4,0.01179074
7,2,0,,5,0.00887756
7,2,1,,4,0.01092032
7,3,0,,5,0.01289777
7,3,1,,4,0.00865782
7,4,0,,4,0.00576674
7,4,1,,4,0.01707309
7,5,0,,5,0.01308582
7,5,1,,4,0.01707309
7,6,0,,5,0.01775664
7,6,1,,4,0.01707309
7,7,0,,5,0.0118051
7,7,1,,4,0.01707309
7,8,0,,4,0.00469691
7,8,1,,4,0.01707309
7,9,0,,4,0.01353858
7,9,1,,4,0.01707309
7,10,0,,5,0.01163809
7,10,1,,4,0.01707309
7,11,0,,5,0.01777746
7,11,1,,4,0.01707309
7,12,0,,5,0.01777746
7,12,1,,4,0.01707309
7,13,0,,5,0.01777746
7,13,1,,4,0.01707309
7,14,0,,5,0.01777746
7,14,1,,4,0.01707309
7,15,0,,5,0.01777746
7,15,1,,4,0.01707309
7,16,0,,5,0.01777746
7,16,1,,4,0.01707309
7,17,0,,5,0.01777746
7,17,1,,4,0.01707309
7,18,0,,5,0.01777746
7,18,1,,4,0.01707309
7,19,0,,5,0.01777746
7,19,1,,4,0.01707309
7,20,0,,5,0.01777746
7,20,1,,4,0.01707309
7,21,0,,5,0.01777746
7,21,1,,4,0.01707309
7,22,0,,5,0.01777746
7,22,1,,4,0.01707309
7,23,0,,3,0.00672488
7,23,1,,4,0.01707309
7,24,0,,5,0.0108023
7,24,1,,4,0.01707309
7,25,0,,5,0.01777746
7,25,1,,4,0.01707309
7,26,0,,5,0.01777746
7,26,1,,4,0.01707309
7,27,0,,5,0.01777746
7,27,1,,4,0.01707309
7,28,0,,5,0.01777746
7,28,1,,4,0.01707309
7,29,0,,5,0.0108023
7,29,1,,4,0.01707309
8,0,0,,5,0.01636016
8,0,1,,1,0.00176692
8,1,0,,5,0.01996399
8,1,1,,2,0.00559439
8,2,0,,3,0.00718704
8,2,1,,5,0.017413
8,3,0,,4,0.00456919
8,3,1,,4,0.00431033
8,4,0,,3,0.01131226
8,4,1,,5,0.01449657
8,5,0,,5,0.01996399
8,5,1,,4,0.0052949
8,6,0,,5,0.01996399
8,6,1,,4,0.00427178
8,7,0,,3,0.00718704
8,7,1,,5,0.02151187
8,8,0,,4,0.00462429
8,8,1,,5,0.01541521
8,9,0,,4,0.00456807
8,9,1,,5,0.01541521
8,10,0,,4,0.01262193
8,10,1,,5,0.01541521
8,11,0,,4,0.00467764
8,11,1,,5,0.01541521
8,12,0,,4,0.00447726
8,12,1,,5,0.01541521
8,13,0,,3,0.00709983
8,13,1,,5,0.02151187
8,14,0,,4,0.01021584
8,14,1,,5,0.02151187
8,15,0,,5,0.00736791
8,15,1,,5,0.02151187
8,16,0,,4,0.01440429
8,16,1,,5,0.02151187
8,17,0,,4,0.01440429
8,17,1,,5,0.02151187
8,18,0,,4,0.01440429
8,18,1,,5,0.02151187
8,19,0,,4,0.01440429
8,19,1,,5,0.02151187
8,20,0,,4,0.01440429
8,20,1,,5,0.02151187
8,21,0,,4,0.01440429
8,21,1,,5,0.02151187
8,22,0,,4,0.01440429
8,22,1,,5,0.02151187
8,23,0,,4,0.01440429
8,23,1,,5,0.02151187
8,24,0,,4,0.01440429
8,24,1,,5,0.02151187
8,25,0,,4,0.01440429
8,25,1,,5,0.02151187
8,26,0,,4,0.01440429
8,26,1,,5,0.02151187
8,27,0,,4,0.01440429
8,27,1,,5,0.02151187
8,28,0,,4,0.01440429
8,28,1,,5,0.02151187
8,29,0,,4,0.01440429
8,29,1,,5,0.02151187
9,0,0,,2,0.00218374
9,0,1,,3,0.00873629
9,1,0,,3,0.00427119
9,1,1,,5,0.02159741
9,2,0,,5,0.01657906
9,2,1,,3,0.00430176
9,3,0,,4,0.01230906
9,3,1,,5,0.02159741
9,4,0,,5,0.01142898
9,4,1,,3,0.01565849
9,5,0,,4,0.00730881
9,5,1,,5,0.01978408
