"arrayNumber","simulation","bout","bee","similarityIndex"
1,1,1,1,0.46
1,1,1,2,0.370967741935484
1,1,2,1,0.28
1,1,2,2,0
1,1,3,1,0.516949152542373
1,1,3,2,0
1,1,4,1,0.449152542372881
1,1,4,2,0.261904761904762
1,1,5,1,0.5
1,1,5,2,0.421875
1,1,6,1,0.397959183673469
1,1,6,2,0.34375
1,1,7,1,0.336734693877551
1,1,7,2,0
1,1,8,1,0.714285714285714
1,1,8,2,0.12
1,1,9,1,0
1,1,9,2,0.46
1,1,10,1,0.411764705882353
1,1,10,2,0
1,1,11,1,0.411764705882353
1,1,11,2,0.384615384615385
1,1,12,1,0.458333333333333
1,1,12,2,0.75
1,1,13,1,0.779411764705882
1,1,13,2,0.5875
1,1,14,1,0.691176470588235
1,1,14,2,0.727272727272727
1,1,15,1,0.578947368421053
1,1,15,2,0.736363636363636
1,1,16,1,0.520833333333333
1,1,16,2,0.745614035087719
1,1,17,1,0.8125
1,1,17,2,0.826666666666667
1,1,18,1,0
1,1,18,2,0.52
1,1,19,1,0
1,1,19,2,0.75
1,1,20,1,0.733766233766234
1,1,20,2,0.53921568627451
1,1,21,1,0.506493506493506
1,1,21,2,0.431372549019608
1,1,22,1,0
1,1,22,2,0.5
1,1,23,1,0
1,1,23,2,0.5
1,1,24,1,0.3
1,1,24,2,0.82
1,1,25,1,0.3
1,1,25,2,0.48
1,1,26,1,0.5
1,1,26,2,0.541666666666667
1,1,27,1,0.780898876404494
1,1,27,2,0.541666666666667
1,1,28,1,0.775862068965517
1,1,28,2,0.545454545454545
1,1,29,1,0.736111111111111
1,1,29,2,0.818181818181818
1,1,30,1,0.451388888888889
1,1,30,2,0.636363636363636
1,1,31,1,0.333333333333333
1,1,31,2,0.657894736842105
1,1,32,1,0.564102564102564
1,1,32,2,0.710526315789474
1,1,33,1,0.875
1,1,33,2,0.441176470588235
1,1,34,1,0.849056603773585
1,1,34,2,0.66
1,1,35,1,0.773584905660377
1,1,35,2,0.722222222222222
1,1,36,1,0.741071428571429
1,1,36,2,0.588888888888889
1,1,37,1,0.616071428571429
1,1,37,2,0.714285714285714
1,1,38,1,0.7
1,1,38,2,0.307692307692308
1,1,39,1,0.9
1,1,39,2,0.541666666666667
1,1,40,1,0.872727272727273
1,1,40,2,0.458333333333333
1,1,41,1,0.554545454545455
1,1,41,2,0.5
1,1,42,1,0.892857142857143
1,1,42,2,0.846153846153846
1,1,43,1,0.714285714285714
1,1,43,2,0.735294117647059
1,1,44,1,0.521276595744681
1,1,44,2,0.823529411764706
1,1,45,1,0.842105263157895
1,1,45,2,0.875
1,1,46,1,0.631578947368421
1,1,46,2,0.846153846153846
1,1,47,1,0.65
1,1,47,2,0.846153846153846
1,1,48,1,0.863636363636364
1,1,48,2,1
1,1,49,1,0.785714285714286
1,1,49,2,0.875
1,2,1,1,0.442857142857143
1,2,1,2,0.3
1,2,2,1,0
1,2,2,2,0.323529411764706
1,2,3,1,0.39344262295082
1,2,3,2,0.323529411764706
1,2,4,1,0.39344262295082
1,2,4,2,0
1,2,5,1,0.5
1,2,5,2,0.289473684210526
1,2,6,1,0.608695652173913
1,2,6,2,0.633333333333333
1,2,7,1,0.41304347826087
1,2,7,2,0.3
1,2,8,1,0.326086956521739
1,2,8,2,0
1,2,9,1,0.130434782608696
1,2,9,2,0
1,2,10,1,0.390625
1,2,10,2,0
1,2,11,1,0.390625
1,2,11,2,0
1,2,12,1,0
1,2,12,2,0.511904761904762
1,2,13,1,0
1,2,13,2,0.488095238095238
1,2,14,1,0.495
1,2,14,2,0
1,2,15,1,0.605
1,2,15,2,0.409090909090909
1,2,16,1,0.706521739130435
1,2,16,2,0.602272727272727
1,2,17,1,0.739130434782609
1,2,17,2,0.585714285714286
1,2,18,1,0.378787878787879
1,2,18,2,0.722222222222222
1,2,19,1,0.392156862745098
1,2,19,2,0.569444444444444
1,2,20,1,0.892156862745098
1,2,20,2,0.8
1,2,21,1,0.490196078431373
1,2,21,2,0.64
1,2,22,1,0.557692307692308
1,2,22,2,0.540697674418605
1,2,23,1,0.846153846153846
1,2,23,2,0.587209302325581
1,2,24,1,0.793103448275862
1,2,24,2,0.5
1,2,25,1,0.629310344827586
1,2,25,2,0.465116279069767
1,2,26,1,0.5
1,2,26,2,0.779069767441861
1,2,27,1,0.551724137931034
1,2,27,2,0.416666666666667
1,2,28,1,0.637931034482759
1,2,28,2,0.484126984126984
1,2,29,1,0.75
1,2,29,2,0.507936507936508
1,2,30,1,0.58695652173913
1,2,30,2,0.565217391304348
1,2,31,1,0.615384615384615
1,2,31,2,0.695652173913043
1,2,32,1,0.272727272727273
1,2,32,2,0.35
1,2,33,1,0.482758620689655
1,2,33,2,0.494318181818182
1,2,34,1,0.672413793103448
1,2,34,2,0.539772727272727
1,2,35,1,0.75
1,2,35,2,0
1,2,36,1,0.666666666666667
1,2,36,2,0
1,2,37,1,0.545454545454545
1,2,37,2,0.787878787878788
1,2,38,1,0.545454545454545
1,2,38,2,0.621212121212121
1,2,39,1,0.666666666666667
1,2,39,2,0.763157894736842
1,2,40,1,0.777777777777778
1,2,40,2,0.382352941176471
1,2,41,1,0.333333333333333
1,2,41,2,0.5
1,2,42,1,0.769230769230769
1,2,42,2,0.914893617021277
1,2,43,1,0.761904761904762
1,2,43,2,0.511627906976744
1,2,44,1,0.7125
1,2,44,2,0
1,2,45,1,0.55
1,2,45,2,0.461538461538462
1,2,46,1,0.45
1,2,46,2,0.692307692307692
1,2,47,1,0.5
1,2,47,2,0.62
1,2,48,1,0.666666666666667
1,2,48,2,0.52
1,2,49,1,0.532258064516129
1,2,49,2,0.272727272727273
1,3,1,1,0
1,3,1,2,0.225806451612903
1,3,2,1,0.590909090909091
1,3,2,2,0.406976744186047
1,3,3,1,0.386363636363636
1,3,3,2,0.465116279069767
1,3,4,1,0
1,3,4,2,0.444444444444444
1,3,5,1,0
1,3,5,2,0.5
1,3,6,1,0.5
1,3,6,2,0
1,3,7,1,0.525
1,3,7,2,0.256410256410256
1,3,8,1,0.55
1,3,8,2,0.307692307692308
1,3,9,1,0.394736842105263
1,3,9,2,0.473684210526316
1,3,10,1,0.5
1,3,10,2,0.815789473684211
1,3,11,1,0.524390243902439
1,3,11,2,0.57843137254902
1,3,12,1,0.50609756097561
1,3,12,2,0.173913043478261
1,3,13,1,0.428571428571429
1,3,13,2,0.5
1,3,14,1,0.428571428571429
1,3,14,2,0.552631578947368
1,3,15,1,0
1,3,15,2,0.375
1,3,16,1,0.538461538461538
1,3,16,2,0.1875
1,3,17,1,0.593406593406593
1,3,17,2,0.590909090909091
1,3,18,1,0.25
1,3,18,2,0.515151515151515
1,3,19,1,0.538461538461538
1,3,19,2,0.509803921568627
1,3,20,1,0.68
1,3,20,2,0.943396226415094
1,3,21,1,0.619047619047619
1,3,21,2,0.39622641509434
1,3,22,1,0.69047619047619
1,3,22,2,0.214285714285714
1,3,23,1,0.8875
1,3,23,2,0.53125
1,3,24,1,0.776315789473684
1,3,24,2,0.375
1,3,25,1,0.638461538461538
1,3,25,2,0
1,3,26,1,0.853846153846154
1,3,26,2,0
1,3,27,1,0.531914893617021
1,3,27,2,0.492957746478873
1,3,28,1,0.615384615384615
1,3,28,2,0.492957746478873
1,3,29,1,0.5
1,3,29,2,0.576923076923077
1,3,30,1,0.6
1,3,30,2,0.596153846153846
1,3,31,1,0.5
1,3,31,2,0.557692307692308
1,3,32,1,0.758064516129032
1,3,32,2,0.647058823529412
1,3,33,1,0.777777777777778
1,3,33,2,0.439393939393939
1,3,34,1,0.844827586206897
1,3,34,2,0.643617021276596
1,3,35,1,0.7
1,3,35,2,0.49468085106383
1,3,36,1,0.733333333333333
1,3,36,2,0
1,3,37,1,0.444444444444444
1,3,37,2,0.523584905660377
1,3,38,1,0.491071428571429
1,3,38,2,0.509433962264151
1,3,39,1,0.607142857142857
1,3,39,2,0.533333333333333
1,3,40,1,0.545454545454545
1,3,40,2,0.584905660377358
1,3,41,1,0.46
1,3,41,2,0.528301886792453
1,3,42,1,0.82
1,3,42,2,0.53
1,3,43,1,0.657894736842105
1,3,43,2,0.515
1,3,44,1,0.55
1,3,44,2,0.457446808510638
1,3,45,1,0.666666666666667
1,3,45,2,0.776595744680851
1,3,46,1,0.689655172413793
1,3,46,2,0.666666666666667
1,3,47,1,0.551724137931034
1,3,47,2,0.857142857142857
1,3,48,1,0.571428571428571
1,3,48,2,0.727272727272727
1,3,49,1,0.511627906976744
1,3,49,2,0.660493827160494
1,4,1,1,0.442857142857143
1,4,1,2,0
1,4,2,1,0.357142857142857
1,4,2,2,0.25
1,4,3,1,0.375
1,4,3,2,0.421052631578947
1,4,4,1,0.375
1,4,4,2,0.394736842105263
1,4,5,1,0.428571428571429
1,4,5,2,0.45
1,4,6,1,0.3
1,4,6,2,0.283333333333333
1,4,7,1,0.4
1,4,7,2,0
1,4,8,1,0.290322580645161
1,4,8,2,0
1,4,9,1,0.338709677419355
1,4,9,2,0.423076923076923
1,4,10,1,0.333333333333333
1,4,10,2,0.594594594594595
1,4,11,1,0.333333333333333
1,4,11,2,0.432432432432432
1,4,12,1,0.4
1,4,12,2,0
1,4,13,1,0.58974358974359
1,4,13,2,0.426470588235294
1,4,14,1,0.602564102564103
1,4,14,2,0.635416666666667
1,4,15,1,0.615384615384615
1,4,15,2,0.847457627118644
1,4,16,1,0.631868131868132
1,4,16,2,0.559322033898305
1,4,17,1,0.542857142857143
1,4,17,2,0.55
1,4,18,1,0.527777777777778
1,4,18,2,0.771428571428571
1,4,19,1,0.25
1,4,19,2,0.6875
1,4,20,1,0.416666666666667
1,4,20,2,0.57
1,4,21,1,0.581395348837209
1,4,21,2,0.665
1,4,22,1,0.5
1,4,22,2,0.444444444444444
1,4,23,1,0.543478260869565
1,4,23,2,0
1,4,24,1,0.652173913043478
1,4,24,2,0.25
1,4,25,1,0.576086956521739
1,4,25,2,0.428571428571429
1,4,26,1,0.543478260869565
1,4,26,2,0.466666666666667
1,4,27,1,0.631578947368421
1,4,27,2,0.5
1,4,28,1,0.763157894736842
1,4,28,2,0.855421686746988
1,4,29,1,0.642857142857143
1,4,29,2,0.626666666666667
1,4,30,1,1
1,4,30,2,0.875
1,4,31,1,0.5
1,4,31,2,0.597560975609756
1,4,32,1,0.821428571428571
1,4,32,2,0.634146341463415
1,4,33,1,0.714285714285714
1,4,33,2,0.905405405405405
1,4,34,1,0.769230769230769
1,4,34,2,0.69620253164557
