"arrayType","algorithm","learningValue","abandonValue","arrayNumber","simulation","bout","bee","H2","Q","Qnorm"
"R-P","noRouteCompare",1.5,0.75,1,46,20,1,0.25,0.183673469387755,0.545454545454545
"R-P","noRouteCompare",1.5,0.75,1,46,21,1,0.125989783765812,0.149659863945578,0.366666666666667
"R-P","noRouteCompare",1.5,0.75,1,46,22,1,0,0.246913580246914,0.714285714285714
"R-P","noRouteCompare",1.5,0.75,1,46,23,1,0.444122866448798,0.249433106575964,0.6875
"R-P","noRouteCompare",1.5,0.75,1,46,24,1,0.123181115427335,0.144,0.288461538461538
"R-P","noRouteCompare",1.5,0.75,1,46,25,1,0.296081910965866,0.319444444444444,0.657142857142857
"R-P","noRouteCompare",1.5,0.75,1,46,26,1,0.216385321372152,0.1632,0.356643356643357
"R-P","noRouteCompare",1.5,0.75,1,46,27,1,1.609,0.48,1
"R-P","noRouteCompare",1.5,0.75,1,46,28,1,0.37192392753484,0.260355029585799,0.55
"R-P","noRouteCompare",1.5,0.75,1,46,29,1,0.144354793189202,0.159334126040428,0.341836734693877
"R-P","noRouteCompare",1.5,0.75,1,46,30,1,0.111282957032873,0.158790170132325,0.466666666666667
"R-P","noRouteCompare",1.5,0.75,1,47,1,1,0.685331478961587,0.249134948096886,0.857142857142857
"R-P","noRouteCompare",1.5,0.75,1,47,2,1,0.25,0.284023668639053,0.666666666666667
"R-P","noRouteCompare",1.5,0.75,1,47,3,1,0,0.165680473372781,0.636363636363636
"R-P","noRouteCompare",1.5,0.75,1,47,4,1,0.271556173679471,0.249307479224377,0.511363636363636
"R-P","noRouteCompare",1.5,0.75,1,47,5,1,0,0.25,0.5
"R-P","noRouteCompare",1.5,0.75,1,47,6,1,0.185961963767419,0.24,0.482142857142857
"R-P","noRouteCompare",1.5,0.75,1,47,7,1,0.228443826320529,0.26530612244898,0.577777777777778
"R-P","noRouteCompare",1.5,0.75,1,47,8,1,0.5,0.296296296296296,0.857142857142857
"R-P","noRouteCompare",1.5,0.75,1,47,9,1,0.316006603600495,0.2496,0.541666666666667
"R-P","noRouteCompare",1.5,0.75,1,47,10,1,0.41311732856428,0.277777777777778,0.692307692307693
"R-P","noRouteCompare",1.5,0.75,1,47,11,1,0,0.296296296296296,0.666666666666667
"R-P","noRouteCompare",1.5,0.75,1,47,12,1,0.210309917857152,0.189349112426036,0.444444444444444
"R-P","noRouteCompare",1.5,0.75,1,47,13,1,0,0.0740740740740741,0.1875
"R-P","noRouteCompare",1.5,0.75,1,47,14,1,0,0.246913580246914,0.714285714285714
"R-P","noRouteCompare",1.5,0.75,1,47,15,1,0.178251395461793,0.165,0.647058823529412
"R-P","noRouteCompare",1.5,0.75,1,47,16,1,0.189291327506538,0.205761316872428,0.416666666666667
"R-P","noRouteCompare",1.5,0.75,1,47,17,1,0,0.125,0.333333333333333
"R-P","noRouteCompare",1.5,0.75,1,47,18,1,0,0.244897959183673,0.727272727272727
"R-P","noRouteCompare",1.5,0.75,1,47,19,1,0,0.330578512396694,0.714285714285714
"R-P","noRouteCompare",1.5,0.75,1,47,20,1,0.104192654343033,0.15,0.588235294117647
"R-P","noRouteCompare",1.5,0.75,1,47,21,1,0.202421769137694,0.175,0.466666666666667
"R-P","noRouteCompare",1.5,0.75,1,47,22,1,1.386,0.5,1
"R-P","noRouteCompare",1.5,0.75,1,47,23,1,0.5,0.330578512396694,0.666666666666667
"R-P","noRouteCompare",1.5,0.75,1,47,24,1,1.946,0.408163265306122,1
"R-P","noRouteCompare",1.5,0.75,1,47,25,1,1.792,0.5,1
"R-P","noRouteCompare",1.5,0.75,1,47,26,1,0.13700877106064,0.183673469387755,0.75
"R-P","noRouteCompare",1.5,0.75,1,47,27,1,1.946,0.408163265306122,1
"R-P","noRouteCompare",1.5,0.75,1,47,28,1,0,0.142011834319527,0.3
"R-P","noRouteCompare",1.5,0.75,1,47,29,1,0,0.3,0.6
"R-P","noRouteCompare",1.5,0.75,1,47,30,1,0.420619835714305,0.308641975308642,0.625
"R-P","noRouteCompare",1.5,0.75,1,48,1,1,0.124224640492375,0.149659863945578,0.366666666666667
"R-P","noRouteCompare",1.5,0.75,1,48,2,1,0.0862246947178853,0.16,0.5
"R-P","noRouteCompare",1.5,0.75,1,48,3,1,0.147084719382863,0.222222222222222,0.642857142857143
"R-P","noRouteCompare",1.5,0.75,1,48,4,1,1.946,0.408163265306122,1
"R-P","noRouteCompare",1.5,0.75,1,48,5,1,0.456887652641057,0.346938775510204,0.708333333333333
"R-P","noRouteCompare",1.5,0.75,1,48,6,1,0,0.296296296296296,0.666666666666667
"R-P","noRouteCompare",1.5,0.75,1,48,7,1,0.396240625180289,0.259259259259259,0.646153846153846
"R-P","noRouteCompare",1.5,0.75,1,48,8,1,0,0.125,0.615384615384615
"R-P","noRouteCompare",1.5,0.75,1,48,9,1,0.0348653924285523,0.120982986767486,0.242424242424242
"R-P","noRouteCompare",1.5,0.75,1,48,10,1,0.459147917027245,0.36734693877551,0.8
"R-P","noRouteCompare",1.5,0.75,1,48,11,1,0.296081910965865,0.247933884297521,0.625
"R-P","noRouteCompare",1.5,0.75,1,48,12,1,0.5,0.296296296296296,0.857142857142857
"R-P","noRouteCompare",1.5,0.75,1,48,13,1,1,0.345679012345679,1
"R-P","noRouteCompare",1.5,0.75,1,48,14,1,0.0788032465222992,0.1472,0.403508771929825
"R-P","noRouteCompare",1.5,0.75,1,48,15,1,0,0.3125,0.833333333333333
"R-P","noRouteCompare",1.5,0.75,1,48,16,1,0,0.24,0.75
"R-P","noRouteCompare",1.5,0.75,1,48,17,1,0,0.28125,0.6
"R-P","noRouteCompare",1.5,0.75,1,48,18,1,0,0.246913580246914,0.714285714285714
"R-P","noRouteCompare",1.5,0.75,1,48,19,1,0,0.189349112426036,0.727272727272727
"R-P","noRouteCompare",1.5,0.75,1,48,20,1,1.609,0.48,1
"R-P","noRouteCompare",1.5,0.75,1,48,21,1,1.946,0.408163265306122,1
"R-P","noRouteCompare",1.5,0.75,1,48,22,1,0,0.125,0.333333333333333
"R-P","noRouteCompare",1.5,0.75,1,48,23,1,1.946,0.408163265306122,1
"R-P","noRouteCompare",1.5,0.75,1,48,24,1,1,0.495867768595041,1
"R-P","noRouteCompare",1.5,0.75,1,48,25,1,0.499999999999999,0.28,0.875
"R-P","noRouteCompare",1.5,0.75,1,48,26,1,0.336602595461567,0.178571428571429,0.476190476190476
"R-P","noRouteCompare",1.5,0.75,1,48,27,1,0,0.333333333333333,0.75
"R-P","noRouteCompare",1.5,0.75,1,48,28,1,0.5,0.333333333333333,0.75
"R-P","noRouteCompare",1.5,0.75,1,48,29,1,0,0.29585798816568,0.625
"R-P","noRouteCompare",1.5,0.75,1,48,30,1,0.326140242169992,0.216049382716049,0.538461538461538
"R-P","noRouteCompare",1.5,0.75,1,49,1,1,0,0.37037037037037,0.75
"R-P","noRouteCompare",1.5,0.75,1,49,2,1,0,0.244897959183673,0.6
"R-P","noRouteCompare",1.5,0.75,1,49,3,1,1.386,0.5,1
"R-P","noRouteCompare",1.5,0.75,1,49,4,1,0.0348653924285522,0.106995884773663,0.270833333333333
"R-P","noRouteCompare",1.5,0.75,1,49,5,1,0,0.197530864197531,0.4
"R-P","noRouteCompare",1.5,0.75,1,49,6,1,0,0.152777777777778,0.314285714285714
"R-P","noRouteCompare",1.5,0.75,1,49,7,1,0.226294385530917,0.222222222222222,0.5
"R-P","noRouteCompare",1.5,0.75,1,49,8,1,0.203918089034134,0.204081632653061,0.5
"R-P","noRouteCompare",1.5,0.75,1,49,9,1,0.34753068574288,0.242214532871972,0.583333333333333
"R-P","noRouteCompare",1.5,0.75,1,49,10,1,0.420619835714306,0.416666666666667,0.857142857142857
"R-P","noRouteCompare",1.5,0.75,1,49,11,1,0.351959044517067,0.247933884297521,0.705882352941176
"R-P","noRouteCompare",1.5,0.75,1,49,12,1,0.37192392753484,0.26530612244898,0.577777777777778
"R-P","noRouteCompare",1.5,0.75,1,49,13,1,0.40783617806827,0.228395061728395,0.569230769230769
"R-P","noRouteCompare",1.5,0.75,1,49,14,1,0,0.247933884297521,0.5
"R-P","noRouteCompare",1.5,0.75,1,49,15,1,0,0.375,0.8
"R-P","noRouteCompare",1.5,0.75,1,49,16,1,1,0.32,1
"R-P","noRouteCompare",1.5,0.75,1,49,17,1,0,0.106995884773663,0.309523809523809
"R-P","noRouteCompare",1.5,0.75,1,49,18,1,0,0.204081632653061,0.416666666666667
"R-P","noRouteCompare",1.5,0.75,1,49,19,1,0.313049699507637,0.243767313019391,0.523809523809524
"R-P","noRouteCompare",1.5,0.75,1,49,20,1,0,0.3125,0.833333333333333
"R-P","noRouteCompare",1.5,0.75,1,49,21,1,0,0.189349112426036,0.444444444444444
"R-P","noRouteCompare",1.5,0.75,1,49,22,1,0,0.247933884297521,0.5
"R-P","noRouteCompare",1.5,0.75,1,49,23,1,0.101473877915919,0.143667296786389,0.292307692307692
"R-P","noRouteCompare",1.5,0.75,1,49,24,1,0.285142554723094,0.278876170655567,0.595555555555555
"R-P","noRouteCompare",1.5,0.75,1,49,25,1,0,0.2,0.4
"R-P","noRouteCompare",1.5,0.75,1,49,26,1,0,0.277777777777778,0.571428571428571
"R-P","noRouteCompare",1.5,0.75,1,49,27,1,0.300394951444371,0.291666666666667,0.587412587412588
"R-P","noRouteCompare",1.5,0.75,1,49,28,1,0.256152144930321,0.193771626297578,0.538461538461539
"R-P","noRouteCompare",1.5,0.75,1,49,29,1,0,0.12,0.285714285714286
"R-P","noRouteCompare",1.5,0.75,1,49,30,1,0.406644916751838,0.310249307479224,0.666666666666667
"R-P","noRouteCompare",1.5,0.75,1,50,1,1,0,0.395061728395062,0.8
"R-P","noRouteCompare",1.5,0.75,1,50,2,1,0.0650224702328767,0.1484375,0.345454545454545
"R-P","noRouteCompare",1.5,0.75,1,50,3,1,0.5,0.264462809917355,0.888888888888889
"R-P","noRouteCompare",1.5,0.75,1,50,4,1,2.303,0.5,1
"R-P","noRouteCompare",1.5,0.75,1,50,5,1,0.14184532499546,0.131519274376417,0.3625
"R-P","noRouteCompare",1.5,0.75,1,50,6,1,0,0.231404958677686,0.466666666666667
"R-P","noRouteCompare",1.5,0.75,1,50,7,1,0.0615027699850453,0.128418549346017,0.276923076923077
"R-P","noRouteCompare",1.5,0.75,1,50,8,1,0.33900995528777,0.249433106575964,0.6875
"R-P","noRouteCompare",1.5,0.75,1,50,9,1,0,0.3125,0.833333333333333
"R-P","noRouteCompare",1.5,0.75,1,50,10,1,0,0.247933884297521,0.5
"R-P","noRouteCompare",1.5,0.75,1,50,11,1,0.336174860140053,0.186666666666667,0.521739130434782
"R-P","noRouteCompare",1.5,0.75,1,50,12,1,0,0.3,0.714285714285714
"R-P","noRouteCompare",1.5,0.75,1,50,13,1,0,0.125,0.25
"R-P","noRouteCompare",1.5,0.75,1,50,14,1,0,0.395061728395062,0.8
"R-P","noRouteCompare",1.5,0.75,1,50,15,1,0.175018299469378,0.189349112426036,0.418300653594771
"R-P","noRouteCompare",1.5,0.75,1,50,16,1,0.344897440829054,0.192,0.6
"R-P","noRouteCompare",1.5,0.75,1,50,17,1,0.292173801209124,0.230769230769231,0.461538461538462
"R-P","noRouteCompare",1.5,0.75,1,50,18,1,1.946,0.408163265306122,1
"R-P","noRouteCompare",1.5,0.75,1,50,19,1,1,0.495867768595041,1
"R-P","noRouteCompare",1.5,0.75,1,50,20,1,0,0.203125,0.433333333333333
"R-P","noRouteCompare",1.5,0.75,1,50,21,1,0.666666666666667,0.333333333333333,0.888888888888889
"R-P","noRouteCompare",1.5,0.75,1,50,22,1,0,0.3,0.6
"R-P","noRouteCompare",1.5,0.75,1,50,23,1,0.178075240150707,0.177083333333333,0.377777777777778
"R-P","noRouteCompare",1.5,0.75,1,50,24,1,0,0.255102040816327,0.555555555555556
"R-P","noRouteCompare",1.5,0.75,1,50,25,1,0,0.326530612244898,0.8
"R-P","noRouteCompare",1.5,0.75,1,50,26,1,0.276048163585758,0.18140589569161,0.5
"R-P","noRouteCompare",1.5,0.75,1,50,27,1,0.228443826320528,0.266666666666667,0.6
"R-P","noRouteCompare",1.5,0.75,1,50,28,1,2.079,0.46875,1
"R-P","noRouteCompare",1.5,0.75,1,50,29,1,0.6,0.357142857142857,0.777777777777778
"R-P","noRouteCompare",1.5,0.75,1,50,30,1,2.303,0.5,1
"R-P","noRouteCompare",1.5,0.75,1,51,1,1,0.174642518966163,0.209876543209877,0.441558441558442
"R-P","noRouteCompare",1.5,0.75,1,51,2,1,0,0.197530864197531,0.571428571428572
"R-P","noRouteCompare",1.5,0.75,1,51,3,1,0,0.222222222222222,0.5
"R-P","noRouteCompare",1.5,0.75,1,51,4,1,0.536771179845716,0.311111111111111,0.7
"R-P","noRouteCompare",1.5,0.75,1,51,5,1,0,0.0997229916897507,0.257142857142857
"R-P","noRouteCompare",1.5,0.75,1,51,6,1,0,0.107142857142857,0.214285714285714
"R-P","noRouteCompare",1.5,0.75,1,51,7,1,1.946,0.408163265306122,1
"R-P","noRouteCompare",1.5,0.75,1,51,8,1,0,0.296296296296296,0.666666666666667
"R-P","noRouteCompare",1.5,0.75,1,51,9,1,0,0.198347107438017,0.5
"R-P","noRouteCompare",1.5,0.75,1,51,10,1,0,0.197530864197531,0.4
"R-P","noRouteCompare",1.5,0.75,1,51,11,1,0,0.122448979591837,0.25
"R-P","noRouteCompare",1.5,0.75,1,51,12,1,0,0.125,0.4
"R-P","noRouteCompare",1.5,0.75,1,51,13,1,0.333333333333333,0.347222222222222,0.714285714285714
"R-P","noRouteCompare",1.5,0.75,1,51,14,1,0,0.185185185185185,0.38961038961039
"R-P","noRouteCompare",1.5,0.75,1,51,15,1,0.135548305583946,0.166089965397924,0.333333333333333
"R-P","noRouteCompare",1.5,0.75,1,51,16,1,0,0.244897959183673,0.727272727272727
"R-P","noRouteCompare",1.5,0.75,1,51,17,1,0,0.14,0.333333333333333
"R-P","noRouteCompare",1.5,0.75,1,51,18,1,0,0.32,0.666666666666667
"R-P","noRouteCompare",1.5,0.75,1,51,19,1,0.333333333333333,0.347222222222222,0.714285714285714
"R-P","noRouteCompare",1.5,0.75,1,51,20,1,0.256152144930321,0.2734375,0.636363636363636
"R-P","noRouteCompare",1.5,0.75,1,51,21,1,0.666666666666667,0.396694214876033,0.857142857142857
"R-P","noRouteCompare",1.5,0.75,1,51,22,1,0.6,0.355555555555556,0.8
"R-P","noRouteCompare",1.5,0.75,1,51,23,1,1.792,0.444444444444445,1
"R-P","noRouteCompare",1.5,0.75,1,51,24,1,0.140206611904768,0.166204986149585,0.384615384615385
"R-P","noRouteCompare",1.5,0.75,1,51,25,1,0.140206611904768,0.22,0.458333333333333
"R-P","noRouteCompare",1.5,0.75,1,51,26,1,0.327443168829155,0.25,0.5625
"R-P","noRouteCompare",1.5,0.75,1,51,27,1,0.357780868397356,0.223062381852552,0.526785714285714
"R-P","noRouteCompare",1.5,0.75,1,51,28,1,0,0.117202268431002,0.276785714285714
"R-P","noRouteCompare",1.5,0.75,1,51,29,1,0,0.37037037037037,0.833333333333333
"R-P","noRouteCompare",1.5,0.75,1,51,30,1,0.405639062229566,0.247933884297521,0.625
"R-P","noRouteCompare",1.5,0.75,1,52,1,1,0.37278945042494,0.228395061728395,0.569230769230769
"R-P","noRouteCompare",1.5,0.75,1,52,2,1,0.13923186360582,0.25,0.5
"R-P","noRouteCompare",1.5,0.75,1,52,3,1,0.0276675568973986,0.0790842872008325,0.181818181818182
"R-P","noRouteCompare",1.5,0.75,1,52,4,1,0.0722008915855282,0.16,0.333333333333333
"R-P","noRouteCompare",1.5,0.75,1,52,5,1,0.210309917857152,0.272189349112426,0.547619047619048
"R-P","noRouteCompare",1.5,0.75,1,52,6,1,0,0.25,0.666666666666667
"R-P","noRouteCompare",1.5,0.75,1,52,7,1,0,0.201183431952663,0.404761904761905
"R-P","noRouteCompare",1.5,0.75,1,52,8,1,0,0.180555555555555,0.371428571428571
"R-P","noRouteCompare",1.5,0.75,1,52,9,1,0,0.207612456747405,0.454545454545454
"R-P","noRouteCompare",1.5,0.75,1,52,10,1,0.257901871489694,0.249307479224377,0.511363636363636
"R-P","noRouteCompare",1.5,0.75,1,52,11,1,0,0.24,0.75
"R-P","noRouteCompare",1.5,0.75,1,52,12,1,1.946,0.408163265306122,1
"R-P","noRouteCompare",1.5,0.75,1,52,13,1,0.269274084023213,0.177083333333333,0.536842105263158
"R-P","noRouteCompare",1.5,0.75,1,52,14,1,1.946,0.408163265306122,1
"R-P","noRouteCompare",1.5,0.75,1,52,15,1,0.731614410077142,0.326530612244898,0.8
"R-P","noRouteCompare",1.5,0.75,1,52,16,1,0.53687114639522,0.291115311909263,0.6875
"R-P","noRouteCompare",1.5,0.75,1,52,17,1,0.420243711830212,0.230677764565993,0.577380952380952
"R-P","noRouteCompare",1.5,0.75,1,52,18,1,0,0.222222222222222,0.5
"R-P","noRouteCompare",1.5,0.75,1,52,19,1,1.946,0.408163265306122,1
"R-P","noRouteCompare",1.5,0.75,1,52,20,1,1,0.375,1
"R-P","noRouteCompare",1.5,0.75,1,52,21,1,0.152445816144582,0.166666666666667,0.415384615384615
"R-P","noRouteCompare",1.5,0.75,1,52,22,1,1.609,0.48,1
"R-P","noRouteCompare",1.5,0.75,1,52,23,1,0.210309917857152,0.189349112426035,0.444444444444444
"R-P","noRouteCompare",1.5,0.75,1,52,24,1,0.311895861892672,0.217687074829932,0.533333333333333
"R-P","noRouteCompare",1.5,0.75,1,52,25,1,0.142857142857143,0.179930795847751,0.393939393939394
"R-P","noRouteCompare",1.5,0.75,1,52,26,1,0.32251538484773,0.256,0.533333333333333
"R-P","noRouteCompare",1.5,0.75,1,52,27,1,0,0.333333333333333,0.75
"R-P","noRouteCompare",1.5,0.75,1,52,28,1,0.55788589130226,0.373333333333333,0.75
"R-P","noRouteCompare",1.5,0.75,1,52,29,1,0,0.208333333333333,0.555555555555556
"R-P","noRouteCompare",1.5,0.75,1,52,30,1,0,0.24,0.571428571428572
"R-P","noRouteCompare",1.5,0.75,1,53,1,1,0.210309917857152,0.224489795918367,0.488888888888889
"R-P","noRouteCompare",1.5,0.75,1,53,2,1,0,0.0899653979238754,0.216666666666667
"R-P","noRouteCompare",1.5,0.75,1,53,3,1,0,0.21301775147929,0.6
"R-P","noRouteCompare",1.5,0.75,1,53,4,1,0.184920160796406,0.2016,0.4921875
"R-P","noRouteCompare",1.5,0.75,1,53,5,1,0.248980481949475,0.19500594530321,0.431578947368421
"R-P","noRouteCompare",1.5,0.75,1,53,6,1,0.296081910965864,0.28,0.583333333333333
"R-P","noRouteCompare",1.5,0.75,1,53,7,1,0,0.136363636363636,0.388235294117647
"R-P","noRouteCompare",1.5,0.75,1,53,8,1,0.0930402212935302,0.0933333333333333,0.1875
"R-P","noRouteCompare",1.5,0.75,1,53,9,1,0.195156151054109,0.208504801097394,0.447058823529412
"R-P","noRouteCompare",1.5,0.75,1,53,10,1,0,0.326530612244898,0.8
"R-P","noRouteCompare",1.5,0.75,1,53,11,1,0.333333333333333,0.25,0.5
"R-P","noRouteCompare",1.5,0.75,1,53,12,1,0.420619835714304,0.222222222222222,0.8
"R-P","noRouteCompare",1.5,0.75,1,53,13,1,0.36983368840038,0.264650283553875,0.625
"R-P","noRouteCompare",1.5,0.75,1,53,14,1,0.333333333333334,0.355029585798817,0.75
"R-P","noRouteCompare",1.5,0.75,1,53,15,1,0.456887652641057,0.285714285714286,0.7
"R-P","noRouteCompare",1.5,0.75,1,53,16,1,0.294882484439604,0.244897959183673,0.5
"R-P","noRouteCompare",1.5,0.75,1,53,17,1,0.499999999999999,0.25,0.9
"R-P","noRouteCompare",1.5,0.75,1,53,18,1,0,0.24,0.75
"R-P","noRouteCompare",1.5,0.75,1,53,19,1,0,0.175,0.466666666666667
"R-P","noRouteCompare",1.5,0.75,1,53,20,1,0.0655866428214002,0.185185185185185,0.416666666666667
"R-P","noRouteCompare",1.5,0.75,1,53,21,1,0,0.4,0.833333333333334
"R-P","noRouteCompare",1.5,0.75,1,53,22,1,0,0.284023668639053,0.571428571428571
"R-P","noRouteCompare",1.5,0.75,1,53,23,1,0.706090693026516,0.317460317460317,0.875
"R-P","noRouteCompare",1.5,0.75,1,53,24,1,2.197,0.493827160493827,1
"R-P","noRouteCompare",1.5,0.75,1,53,25,1,0,0.3,0.6
"R-P","noRouteCompare",1.5,0.75,1,53,26,1,2.197,0.493827160493827,1
"R-P","noRouteCompare",1.5,0.75,1,53,27,1,0.156802637393764,0.222222222222222,0.5
"R-P","noRouteCompare",1.5,0.75,1,53,28,1,0.8,0.414201183431953,0.875
"R-P","noRouteCompare",1.5,0.75,1,53,29,1,0,0.285714285714286,0.583333333333333
"R-P","noRouteCompare",1.5,0.75,1,53,30,1,0,0.171745152354571,0.352272727272727
"R-P","noRouteCompare",1.5,0.75,1,54,1,1,0.271096611167892,0.177777777777778,0.357142857142857
"R-P","noRouteCompare",1.5,0.75,1,54,2,1,0.193681545006943,0.190476190476191,0.428571428571429
"R-P","noRouteCompare",1.5,0.75,1,54,3,1,0,0.0946745562130177,0.25
"R-P","noRouteCompare",1.5,0.75,1,54,4,1,0,0.25,0.5
"R-P","noRouteCompare",1.5,0.75,1,54,5,1,0.347530685742881,0.222222222222222,0.5
"R-P","noRouteCompare",1.5,0.75,1,54,6,1,0,0.0661157024793389,0.133333333333333
"R-P","noRouteCompare",1.5,0.75,1,54,7,1,0.420619835714306,0.388888888888889,0.8
"R-P","noRouteCompare",1.5,0.75,1,54,8,1,0.403911126034819,0.315,0.636363636363636
"R-P","noRouteCompare",1.5,0.75,1,54,9,1,0.27846372721164,0.227146814404432,0.525641025641026
"R-P","noRouteCompare",1.5,0.75,1,54,10,1,0.374650892702609,0.259259259259259,0.583333333333333
"R-P","noRouteCompare",1.5,0.75,1,54,11,1,0.121064072225254,0.137174211248285,0.37593984962406
"R-P","noRouteCompare",1.5,0.75,1,54,12,1,0.26189328088488,0.207100591715976,0.583333333333333
"R-P","noRouteCompare",1.5,0.75,1,54,13,1,0,0.326530612244898,0.8
"R-P","noRouteCompare",1.5,0.75,1,54,14,1,0,0.271604938271605,0.55
"R-P","noRouteCompare",1.5,0.75,1,54,15,1,0,0.166666666666667,0.333333333333333
"R-P","noRouteCompare",1.5,0.75,1,54,16,1,0,0.0909090909090909,0.181818181818182
"R-P","noRouteCompare",1.5,0.75,1,54,17,1,0.0755060951662725,0.19047619047619,0.461538461538461
"R-P","noRouteCompare",1.5,0.75,1,54,18,1,0.456887652641058,0.319526627218935,0.675
"R-P","noRouteCompare",1.5,0.75,1,54,19,1,0,0.186666666666667,0.388888888888889
"R-P","noRouteCompare",1.5,0.75,1,54,20,1,0.25,0.277777777777778,0.571428571428572
"R-P","noRouteCompare",1.5,0.75,1,54,21,1,0,0.375,0.8
"R-P","noRouteCompare",1.5,0.75,1,54,22,1,0.242567945619273,0.19047619047619,0.466666666666667
"R-P","noRouteCompare",1.5,0.75,1,54,23,1,0.134871575815088,0.119834710743802,0.341176470588235
"R-P","noRouteCompare",1.5,0.75,1,54,24,1,0.149478873730505,0.168639053254438,0.372549019607843
"R-P","noRouteCompare",1.5,0.75,1,54,25,1,0,0.125,0.25
"R-P","noRouteCompare",1.5,0.75,1,54,26,1,0.0558771335512023,0.209876543209877,0.425
"R-P","noRouteCompare",1.5,0.75,1,54,27,1,0.0615497981916734,0.2,0.533333333333333
"R-P","noRouteCompare",1.5,0.75,1,54,28,1,0,0.248520710059172,0.5
"R-P","noRouteCompare",1.5,0.75,1,54,29,1,0,0.207612456747405,0.5
"R-P","noRouteCompare",1.5,0.75,1,54,30,1,2.197,0.493827160493827,1
"R-P","noRouteCompare",1.5,0.75,1,55,1,1,0.266319563348789,0.319526627218935,0.675
"R-P","noRouteCompare",1.5,0.75,1,55,2,1,0.163070121084996,0.133333333333333,0.3
"R-P","noRouteCompare",1.5,0.75,1,55,3,1,0.18596196376742,0.248888888888889,0.5
"R-P","noRouteCompare",1.5,0.75,1,55,4,1,0.0861353116146782,0.112426035502959,0.253333333333333
"R-P","noRouteCompare",1.5,0.75,1,55,5,1,0,0.197530864197531,0.571428571428571
"R-P","noRouteCompare",1.5,0.75,1,55,6,1,0.23935198569284,0.27681660899654,0.571428571428571
"R-P","noRouteCompare",1.5,0.75,1,55,7,1,0.232136950615363,0.185185185185185,0.416666666666667
"R-P","noRouteCompare",1.5,0.75,1,55,8,1,0,0.326530612244898,0.666666666666667
"R-P","noRouteCompare",1.5,0.75,1,55,9,1,0,0.32,0.666666666666667
"R-P","noRouteCompare",1.5,0.75,1,55,10,1,0,0.163265306122449,0.4
"R-P","noRouteCompare",1.5,0.75,1,55,11,1,0.208124331531478,0.184027777777778,0.445378151260504
"R-P","noRouteCompare",1.5,0.75,1,55,12,1,0,0.413223140495868,0.833333333333333
"R-P","noRouteCompare",1.5,0.75,1,55,13,1,0,0.108843537414966,0.266666666666667
"R-P","noRouteCompare",1.5,0.75,1,55,14,1,0.0431123473589422,0.17687074829932,0.39
"R-P","noRouteCompare",1.5,0.75,1,55,15,1,0.285714285714285,0.260387811634349,0.602564102564103
"R-P","noRouteCompare",1.5,0.75,1,55,16,1,2.079,0.46875,1
"R-P","noRouteCompare",1.5,0.75,1,55,17,1,0,0.125,0.333333333333333
"R-P","noRouteCompare",1.5,0.75,1,55,18,1,0,0.2,0.625
"R-P","noRouteCompare",1.5,0.75,1,55,19,1,0,0.395061728395062,0.8
"R-P","noRouteCompare",1.5,0.75,1,55,20,1,0.449239838553338,0.296875,0.633333333333333
"R-P","noRouteCompare",1.5,0.75,1,55,21,1,0.0687068094381374,0.112426035502959,0.263888888888889
"R-P","noRouteCompare",1.5,0.75,1,55,22,1,0,0.246913580246914,0.714285714285714
"R-P","noRouteCompare",1.5,0.75,1,55,23,1,0,0.3,0.6
"R-P","noRouteCompare",1.5,0.75,1,55,24,1,0,0.25,0.666666666666667
"R-P","noRouteCompare",1.5,0.75,1,55,25,1,0.637008771060641,0.25,0.9
"R-P","noRouteCompare",1.5,0.75,1,55,26,1,0.246046830952361,0.227146814404432,0.488095238095238
"R-P","noRouteCompare",1.5,0.75,1,55,27,1,0,0.222222222222222,0.5
"R-P","noRouteCompare",1.5,0.75,1,55,28,1,0.228443826320529,0.222222222222222,0.5
"R-P","noRouteCompare",1.5,0.75,1,55,29,1,0.2,0.266666666666667,0.555555555555555
"R-P","noRouteCompare",1.5,0.75,1,55,30,1,0.454803508424256,0.249307479224377,0.642857142857143
"R-P","noRouteCompare",1.5,0.75,1,56,1,1,0.250000000000001,0.284023668639053,0.666666666666667
"R-P","noRouteCompare",1.5,0.75,1,56,2,1,0.23935198569284,0.172839506172839,0.5
"R-P","noRouteCompare",1.5,0.75,1,56,3,1,0,0.247933884297521,0.5
"R-P","noRouteCompare",1.5,0.75,1,56,4,1,0.222573219282269,0.222222222222222,0.45
"R-P","noRouteCompare",1.5,0.75,1,56,5,1,0.228443826320529,0.264462809917355,0.571428571428571
"R-P","noRouteCompare",1.5,0.75,1,56,6,1,0.2,0.266666666666667,0.555555555555555
"R-P","noRouteCompare",1.5,0.75,1,56,7,1,0,0.326530612244898,0.8
"R-P","noRouteCompare",1.5,0.75,1,56,8,1,0,0.21301775147929,0.428571428571428
"R-P","noRouteCompare",1.5,0.75,1,56,9,1,0.368587746903508,0.208,0.65
"R-P","noRouteCompare",1.5,0.75,1,56,10,1,0.235023840111292,0.2,0.416666666666667
"R-P","noRouteCompare",1.5,0.75,1,56,11,1,0.432661041273002,0.246527777777778,0.596638655462185
"R-P","noRouteCompare",1.5,0.75,1,56,12,1,0,0.3,0.6
"R-P","noRouteCompare",1.5,0.75,1,56,13,1,0.159239374155886,0.170096021947874,0.352272727272727
