"arrayType","algorithm","learningValue","abandonValue","arrayNumber","simulation","bout","bee","Q1","Q2","groupQuality"
"R-P","noRouteCompare",1.5,0.75,1,25,23,1,0.00504766,0.00717242,0.181210686719039
"R-P","noRouteCompare",1.5,0.75,1,25,24,1,0.00195527,0.01639205,0.271816030078558
"R-P","noRouteCompare",1.5,0.75,1,25,25,1,0.00572124,0.02527085,0.468127607357516
"R-P","noRouteCompare",1.5,0.75,1,25,26,1,0.00561255,0.02938374,0.528531169597196
"R-P","noRouteCompare",1.5,0.75,1,25,27,1,0.00520955,0.01317468,0.271816030078558
"R-P","noRouteCompare",1.5,0.75,1,25,28,1,0.02085582,0.00533064,0.392623154557917
"R-P","noRouteCompare",1.5,0.75,1,25,29,1,0.00609985,0.01596329,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,25,30,1,0.01365499,0.00635074,0.302017811198398
"R-P","noRouteCompare",1.5,0.75,1,26,1,1,0.0215806,0.00297484,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,26,2,1,0.01471784,0.00843379,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,26,3,1,0.00122151,0.0099079,0.166109796159119
"R-P","noRouteCompare",1.5,0.75,1,26,4,1,0.01601295,0.00550014,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,26,5,1,0.01787941,0.00386278,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,26,6,1,0.01096487,0.0094228,0.302017811198398
"R-P","noRouteCompare",1.5,0.75,1,26,7,1,0.00707674,0.01683047,0.362421373438077
"R-P","noRouteCompare",1.5,0.75,1,26,8,1,0.02193072,0.00543219,0.407724045117837
"R-P","noRouteCompare",1.5,0.75,1,26,9,1,0.00982086,0.00751306,0.256715139518638
"R-P","noRouteCompare",1.5,0.75,1,26,10,1,0.02342048,0.0031324,0.407724045117837
"R-P","noRouteCompare",1.5,0.75,1,26,11,1,0.00376603,0.02439733,0.422824935677757
"R-P","noRouteCompare",1.5,0.75,1,26,12,1,0.01265041,0.00765465,0.302017811198398
"R-P","noRouteCompare",1.5,0.75,1,26,13,1,0.00685323,0.00600883,0.196311577278958
"R-P","noRouteCompare",1.5,0.75,1,26,14,1,0.0100075,0.02534775,0.528531169597196
"R-P","noRouteCompare",1.5,0.75,1,26,15,1,0.00483846,0.01476066,0.302017811198398
"R-P","noRouteCompare",1.5,0.75,1,26,16,1,0.01032295,0.00662579,0.256715139518638
"R-P","noRouteCompare",1.5,0.75,1,26,17,1,0.01007875,0.00551913,0.241614248958718
"R-P","noRouteCompare",1.5,0.75,1,26,18,1,0.02192452,0.00345888,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,26,19,1,0.02919561,0.0061222,0.528531169597196
"R-P","noRouteCompare",1.5,0.75,1,26,20,1,0.00618179,0.01593621,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,26,21,1,0.02350485,0.0061222,0.453026716797596
"R-P","noRouteCompare",1.5,0.75,1,26,22,1,0.01417716,0.02850235,0.649338294076555
"R-P","noRouteCompare",1.5,0.75,1,26,23,1,0.00120961,0.01991218,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,26,24,1,0.00758752,0.01029431,0.271816030078558
"R-P","noRouteCompare",1.5,0.75,1,26,25,1,0.02040426,0.01177416,0.483228497917436
"R-P","noRouteCompare",1.5,0.75,1,26,26,1,0.00518645,0.01120178,0.241614248958718
"R-P","noRouteCompare",1.5,0.75,1,26,27,1,0.0043478,0.01821435,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,26,28,1,0.02261303,0.00789181,0.468127607357516
"R-P","noRouteCompare",1.5,0.75,1,26,29,1,0.01064965,0.01259472,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,26,30,1,0.01251085,0.01221255,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,27,1,1,0.00284496,0.02041354,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,27,2,1,0.01182047,0.00880458,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,27,3,1,0.01366327,0.00899149,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,27,4,1,0.0051784,0.02940715,0.528531169597196
"R-P","noRouteCompare",1.5,0.75,1,27,5,1,0.00151814,0.04302953,0.679540075196395
"R-P","noRouteCompare",1.5,0.75,1,27,6,1,0.01498635,0.00504529,0.302017811198398
"R-P","noRouteCompare",1.5,0.75,1,27,7,1,0.01145211,0.00969165,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,27,8,1,0.00938765,0.00925448,0.286916920638478
"R-P","noRouteCompare",1.5,0.75,1,27,9,1,0.01803989,0.0172049,0.528531169597196
"R-P","noRouteCompare",1.5,0.75,1,27,10,1,0.0029751,0.01775978,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,27,11,1,0.00754689,0.00120961,0.135908015039279
"R-P","noRouteCompare",1.5,0.75,1,27,12,1,0.00151814,0.01684923,0.271816030078558
"R-P","noRouteCompare",1.5,0.75,1,27,13,1,0.00176919,0.03401775,0.543632060157116
"R-P","noRouteCompare",1.5,0.75,1,27,14,1,0.01862113,0.00564316,0.362421373438077
"R-P","noRouteCompare",1.5,0.75,1,27,15,1,0.00997801,0.01287635,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,27,16,1,0.01555343,0.00907552,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,27,17,1,0.00503379,0.03864818,0.664439184636475
"R-P","noRouteCompare",1.5,0.75,1,27,18,1,0.02575361,0.00728854,0.498329388477356
"R-P","noRouteCompare",1.5,0.75,1,27,19,1,0.01350495,0.00598515,0.286916920638478
"R-P","noRouteCompare",1.5,0.75,1,27,20,1,0.0063385,0.02301271,0.437925826237677
"R-P","noRouteCompare",1.5,0.75,1,27,21,1,0.00646405,0.01858155,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,27,22,1,0.00513365,0.03185159,0.558732950717036
"R-P","noRouteCompare",1.5,0.75,1,27,23,1,0.01211225,0.02032852,0.483228497917436
"R-P","noRouteCompare",1.5,0.75,1,27,24,1,0.00778557,0.01383799,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,27,25,1,0.01912254,0.01192772,0.468127607357516
"R-P","noRouteCompare",1.5,0.75,1,27,26,1,0.01169545,0.00570609,0.256715139518638
"R-P","noRouteCompare",1.5,0.75,1,27,27,1,0.00683221,0.04302953,0.755044527995994
"R-P","noRouteCompare",1.5,0.75,1,27,28,1,0.02085582,0.00632538,0.407724045117837
"R-P","noRouteCompare",1.5,0.75,1,27,29,1,0.00916619,0.01747766,0.407724045117837
"R-P","noRouteCompare",1.5,0.75,1,27,30,1,0.00988176,0.01900082,0.437925826237677
"R-P","noRouteCompare",1.5,0.75,1,28,1,1,0.01111953,0.02032953,0.468127607357516
"R-P","noRouteCompare",1.5,0.75,1,28,2,1,0.00917163,0.01308678,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,28,3,1,0.00528368,0.032353,0.573833841276955
"R-P","noRouteCompare",1.5,0.75,1,28,4,1,0.00334193,0.01730431,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,28,5,1,0.00526038,0.01850158,0.362421373438077
"R-P","noRouteCompare",1.5,0.75,1,28,6,1,0.00920062,0.01004721,0.286916920638478
"R-P","noRouteCompare",1.5,0.75,1,28,7,1,0.00326708,0.02078316,0.362421373438077
"R-P","noRouteCompare",1.5,0.75,1,28,8,1,0.0126071,0.00523806,0.271816030078558
"R-P","noRouteCompare",1.5,0.75,1,28,9,1,0.00129537,0.01480049,0.241614248958718
"R-P","noRouteCompare",1.5,0.75,1,28,10,1,0.00707674,0.01642229,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,28,11,1,0.01281985,0.00504743,0.271816030078558
"R-P","noRouteCompare",1.5,0.75,1,28,12,1,0.01077395,0.02503767,0.543632060157116
"R-P","noRouteCompare",1.5,0.75,1,28,13,1,0.0029717,0.02700453,0.453026716797596
"R-P","noRouteCompare",1.5,0.75,1,28,14,1,0.02511882,0.00707674,0.483228497917436
"R-P","noRouteCompare",1.5,0.75,1,28,15,1,0.01629553,0.00574535,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,28,16,1,0.02036825,0.00835714,0.437925826237677
"R-P","noRouteCompare",1.5,0.75,1,28,17,1,0.02265424,0.00513504,0.422824935677757
"R-P","noRouteCompare",1.5,0.75,1,28,18,1,0.02078286,0.01192742,0.498329388477356
"R-P","noRouteCompare",1.5,0.75,1,28,19,1,0.00781486,0.03244292,0.604035622396795
"R-P","noRouteCompare",1.5,0.75,1,28,20,1,0.00151814,0.02012073,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,28,21,1,0.01630144,0.00186099,0.271816030078558
"R-P","noRouteCompare",1.5,0.75,1,28,22,1,0.01985568,0.02414897,0.664439184636475
"R-P","noRouteCompare",1.5,0.75,1,28,23,1,0.00727098,0.02541203,0.498329388477356
"R-P","noRouteCompare",1.5,0.75,1,28,24,1,0.00760346,0.01642098,0.362421373438077
"R-P","noRouteCompare",1.5,0.75,1,28,25,1,0.02608289,0.00581635,0.483228497917436
"R-P","noRouteCompare",1.5,0.75,1,28,26,1,0.02322784,0.03741784,0.921154324155113
"R-P","noRouteCompare",1.5,0.75,1,28,27,1,0.00406522,0.03196904,0.543632060157116
"R-P","noRouteCompare",1.5,0.75,1,28,28,1,0.00297578,0.03488546,0.573833841276955
"R-P","noRouteCompare",1.5,0.75,1,28,29,1,0.00973938,0.01522226,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,28,30,1,0.00501048,0.03793317,0.649338294076555
"R-P","noRouteCompare",1.5,0.75,1,29,1,1,0.01847065,0.00391086,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,29,2,1,0.01077395,0.00681129,0.271816030078558
"R-P","noRouteCompare",1.5,0.75,1,29,3,1,0.00207275,0.02461149,0.407724045117837
"R-P","noRouteCompare",1.5,0.75,1,29,4,1,0.02130965,0.00680079,0.422824935677757
"R-P","noRouteCompare",1.5,0.75,1,29,5,1,0.0130259,0.00522766,0.271816030078558
"R-P","noRouteCompare",1.5,0.75,1,29,6,1,0.00711642,0.01483711,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,29,7,1,0.00912456,0.02345098,0.498329388477356
"R-P","noRouteCompare",1.5,0.75,1,29,8,1,0.03225416,0.00658695,0.588934731836875
"R-P","noRouteCompare",1.5,0.75,1,29,9,1,0.02513288,0.00176919,0.407724045117837
"R-P","noRouteCompare",1.5,0.75,1,29,10,1,0.00766602,0.01589201,0.362421373438077
"R-P","noRouteCompare",1.5,0.75,1,29,11,1,0.00934237,0.01120629,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,29,12,1,0.01401047,0.0099079,0.362421373438077
"R-P","noRouteCompare",1.5,0.75,1,29,13,1,0.00874583,0.02333554,0.483228497917436
"R-P","noRouteCompare",1.5,0.75,1,29,14,1,0.0025118,0.024122,0.407724045117837
"R-P","noRouteCompare",1.5,0.75,1,29,15,1,0.01152867,0.01454914,0.392623154557917
"R-P","noRouteCompare",1.5,0.75,1,29,16,1,0.01411674,0.00576414,0.302017811198398
"R-P","noRouteCompare",1.5,0.75,1,29,17,1,0.02060068,0.00155696,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,29,18,1,0.00534136,0.01205774,0.256715139518638
"R-P","noRouteCompare",1.5,0.75,1,29,19,1,0.03793317,0.00576414,0.664439184636475
"R-P","noRouteCompare",1.5,0.75,1,29,20,1,0.01432375,0.01035135,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,29,21,1,0.00883657,0.01938724,0.422824935677757
"R-P","noRouteCompare",1.5,0.75,1,29,22,1,0.01764269,0.0029057,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,29,23,1,0.01707183,0.01355887,0.468127607357516
"R-P","noRouteCompare",1.5,0.75,1,29,24,1,0.02408511,0.00527971,0.437925826237677
"R-P","noRouteCompare",1.5,0.75,1,29,25,1,0.00493489,0.02026648,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,29,26,1,0.01553119,0.00523382,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,29,27,1,0.01607755,0.01055473,0.407724045117837
"R-P","noRouteCompare",1.5,0.75,1,29,28,1,0.03287162,0.00688084,0.604035622396795
"R-P","noRouteCompare",1.5,0.75,1,29,29,1,0.01594482,0.00530996,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,29,30,1,0.00863599,0.01579262,0.362421373438077
"R-P","noRouteCompare",1.5,0.75,1,30,1,1,0.0025118,0.01657598,0.286916920638478
"R-P","noRouteCompare",1.5,0.75,1,30,2,1,0.00764662,0.02227192,0.453026716797596
"R-P","noRouteCompare",1.5,0.75,1,30,3,1,0.01753012,0.01482705,0.483228497917436
"R-P","noRouteCompare",1.5,0.75,1,30,4,1,0.00972339,0.01131226,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,30,5,1,0.0025118,0.00761467,0.151008905599199
"R-P","noRouteCompare",1.5,0.75,1,30,6,1,0.02184531,0.0091603,0.468127607357516
"R-P","noRouteCompare",1.5,0.75,1,30,7,1,0.00483846,0.0088978,0.211412467838878
"R-P","noRouteCompare",1.5,0.75,1,30,8,1,0.00873396,0.01559395,0.362421373438077
"R-P","noRouteCompare",1.5,0.75,1,30,9,1,0.01288979,0.00521177,0.271816030078558
"R-P","noRouteCompare",1.5,0.75,1,30,10,1,0.02736268,0.00291498,0.453026716797596
"R-P","noRouteCompare",1.5,0.75,1,30,11,1,0.01516617,0.00869038,0.362421373438077
"R-P","noRouteCompare",1.5,0.75,1,30,12,1,0.00567263,0.02935367,0.528531169597196
"R-P","noRouteCompare",1.5,0.75,1,30,13,1,0.00470828,0.03018052,0.528531169597196
"R-P","noRouteCompare",1.5,0.75,1,30,14,1,0.00730988,0.02088437,0.422824935677757
"R-P","noRouteCompare",1.5,0.75,1,30,15,1,0.00368451,0.01238763,0.241614248958718
"R-P","noRouteCompare",1.5,0.75,1,30,16,1,0.02843081,0.00528041,0.513430279037276
"R-P","noRouteCompare",1.5,0.75,1,30,17,1,0.00241023,0.01511726,0.271816030078558
"R-P","noRouteCompare",1.5,0.75,1,30,18,1,0.00908927,0.02713902,0.543632060157116
"R-P","noRouteCompare",1.5,0.75,1,30,19,1,0.02054398,0.01144155,0.483228497917436
"R-P","noRouteCompare",1.5,0.75,1,30,20,1,0.02036911,0.00235459,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,30,21,1,0.00540832,0.03244292,0.573833841276955
"R-P","noRouteCompare",1.5,0.75,1,30,22,1,0.01862113,0.02237756,0.619136512956715
"R-P","noRouteCompare",1.5,0.75,1,30,23,1,0.0061222,0.02778039,0.513430279037276
"R-P","noRouteCompare",1.5,0.75,1,30,24,1,0.01177103,0.00770305,0.286916920638478
"R-P","noRouteCompare",1.5,0.75,1,30,25,1,0.00501168,0.02060068,0.392623154557917
"R-P","noRouteCompare",1.5,0.75,1,30,26,1,0.00849013,0.01254013,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,30,27,1,0.00739474,0.01694144,0.362421373438077
"R-P","noRouteCompare",1.5,0.75,1,30,28,1,0.00483846,0.02666838,0.483228497917436
"R-P","noRouteCompare",1.5,0.75,1,30,29,1,0.00361826,0.01343316,0.256715139518638
"R-P","noRouteCompare",1.5,0.75,1,30,30,1,0.01606536,0.01245494,0.437925826237677
"R-P","noRouteCompare",1.5,0.75,1,31,1,1,0.00436097,0.02738578,0.483228497917436
"R-P","noRouteCompare",1.5,0.75,1,31,2,1,0.01687815,0.01366807,0.468127607357516
"R-P","noRouteCompare",1.5,0.75,1,31,3,1,0.00531386,0.00655398,0.181210686719039
"R-P","noRouteCompare",1.5,0.75,1,31,4,1,0.00521269,0.01508281,0.302017811198398
"R-P","noRouteCompare",1.5,0.75,1,31,5,1,0.00532693,0.03030424,0.543632060157116
"R-P","noRouteCompare",1.5,0.75,1,31,6,1,0.02248788,0.00511859,0.422824935677757
"R-P","noRouteCompare",1.5,0.75,1,31,7,1,0.01575074,0.00573993,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,31,8,1,0.01449449,0.00561006,0.302017811198398
"R-P","noRouteCompare",1.5,0.75,1,31,9,1,0.00526306,0.01444542,0.302017811198398
"R-P","noRouteCompare",1.5,0.75,1,31,10,1,0.0069834,0.00827068,0.226513358398798
"R-P","noRouteCompare",1.5,0.75,1,31,11,1,0.0099354,0.0102325,0.302017811198398
"R-P","noRouteCompare",1.5,0.75,1,31,12,1,0.00734502,0.01705699,0.362421373438077
"R-P","noRouteCompare",1.5,0.75,1,31,13,1,0.0081018,0.00753547,0.241614248958718
"R-P","noRouteCompare",1.5,0.75,1,31,14,1,0.0090792,0.0157527,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,31,15,1,0.00850901,0.01877385,0.407724045117837
"R-P","noRouteCompare",1.5,0.75,1,31,16,1,0.02271583,0.00524523,0.422824935677757
"R-P","noRouteCompare",1.5,0.75,1,31,17,1,0.01820194,0.00295535,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,31,18,1,0.00298285,0.0308961,0.513430279037276
"R-P","noRouteCompare",1.5,0.75,1,31,19,1,0.01568491,0.01177755,0.407724045117837
"R-P","noRouteCompare",1.5,0.75,1,31,20,1,0.00429328,0.00918348,0.196311577278958
"R-P","noRouteCompare",1.5,0.75,1,31,21,1,0.00475918,0.01243773,0.256715139518638
"R-P","noRouteCompare",1.5,0.75,1,31,22,1,0.00852335,0.01935789,0.422824935677757
"R-P","noRouteCompare",1.5,0.75,1,31,23,1,0.0207695,0.01291837,0.513430279037276
"R-P","noRouteCompare",1.5,0.75,1,31,24,1,0.00284214,0.02296564,0.392623154557917
"R-P","noRouteCompare",1.5,0.75,1,31,25,1,0.00648855,0.01229055,0.286916920638478
"R-P","noRouteCompare",1.5,0.75,1,31,26,1,0.00176919,0.0308961,0.498329388477356
"R-P","noRouteCompare",1.5,0.75,1,31,27,1,0.01570525,0.00566173,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,31,28,1,0.01390494,0.00689542,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,31,29,1,0.00999719,0.02917255,0.588934731836875
"R-P","noRouteCompare",1.5,0.75,1,31,30,1,0.00494178,0.01690715,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,32,1,1,0.01591185,0.00737309,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,32,2,1,0.01392,0.01077235,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,32,3,1,0.03028618,0.00412943,0.513430279037276
"R-P","noRouteCompare",1.5,0.75,1,32,4,1,0.00544956,0.01067165,0.241614248958718
"R-P","noRouteCompare",1.5,0.75,1,32,5,1,0.01325006,0.0162868,0.453026716797596
"R-P","noRouteCompare",1.5,0.75,1,32,6,1,0.01004721,0.01645716,0.407724045117837
"R-P","noRouteCompare",1.5,0.75,1,32,7,1,0.0089613,0.00635074,0.226513358398798
"R-P","noRouteCompare",1.5,0.75,1,32,8,1,0.00576414,0.01623128,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,32,9,1,0.0025118,0.01154614,0.211412467838878
"R-P","noRouteCompare",1.5,0.75,1,32,10,1,0.02080977,0.00440227,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,32,11,1,0.03793317,0.00250639,0.604035622396795
"R-P","noRouteCompare",1.5,0.75,1,32,12,1,0.01913709,0.00421381,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,32,13,1,0.00748905,0.02329285,0.468127607357516
"R-P","noRouteCompare",1.5,0.75,1,32,14,1,0.01391909,0.00829098,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,32,15,1,0.01405997,0.00475794,0.286916920638478
"R-P","noRouteCompare",1.5,0.75,1,32,16,1,0.02813951,0.00334566,0.468127607357516
"R-P","noRouteCompare",1.5,0.75,1,32,17,1,0.00935335,0.01712263,0.392623154557917
"R-P","noRouteCompare",1.5,0.75,1,32,18,1,0.01238865,0.00569841,0.271816030078558
"R-P","noRouteCompare",1.5,0.75,1,32,19,1,0.01072101,0.00176919,0.181210686719039
"R-P","noRouteCompare",1.5,0.75,1,32,20,1,0.01690257,0.00814578,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,32,21,1,0.01522385,0.01004721,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,32,22,1,0.01116484,0.00661706,0.271816030078558
"R-P","noRouteCompare",1.5,0.75,1,32,23,1,0.01882467,0.00728854,0.392623154557917
"R-P","noRouteCompare",1.5,0.75,1,32,24,1,0.00873629,0.01230527,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,32,25,1,0.01089967,0.00695933,0.271816030078558
"R-P","noRouteCompare",1.5,0.75,1,32,26,1,0.00787438,0.01755681,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,32,27,1,0.01223456,0.00968522,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,32,28,1,0.0117842,0.00524528,0.256715139518638
"R-P","noRouteCompare",1.5,0.75,1,32,29,1,0.00522025,0.0078199,0.196311577278958
"R-P","noRouteCompare",1.5,0.75,1,32,30,1,0.00559439,0.01779148,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,33,1,1,0.0144707,0.0061222,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,33,2,1,0.02133153,0.00695933,0.422824935677757
"R-P","noRouteCompare",1.5,0.75,1,33,3,1,0.00873116,0.00717722,0.241614248958718
"R-P","noRouteCompare",1.5,0.75,1,33,4,1,0.00492468,0.01334624,0.271816030078558
"R-P","noRouteCompare",1.5,0.75,1,33,5,1,0.00598515,0.0100159,0.241614248958718
"R-P","noRouteCompare",1.5,0.75,1,33,6,1,0.01496698,0.01238283,0.407724045117837
"R-P","noRouteCompare",1.5,0.75,1,33,7,1,0.01997293,0.00561351,0.392623154557917
"R-P","noRouteCompare",1.5,0.75,1,33,8,1,0.02881565,0.01465633,0.649338294076555
"R-P","noRouteCompare",1.5,0.75,1,33,9,1,0.00841824,0.00622786,0.226513358398798
"R-P","noRouteCompare",1.5,0.75,1,33,10,1,0.00834398,0.01444181,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,33,11,1,0.00176919,0.01004721,0.181210686719039
"R-P","noRouteCompare",1.5,0.75,1,33,12,1,0.00523441,0.01724194,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,33,13,1,0.00762173,0.01415922,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,33,14,1,0.01121942,0.00968671,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,33,15,1,0.04302953,0.00095494,0.664439184636475
"R-P","noRouteCompare",1.5,0.75,1,33,16,1,0.00696704,0.00303692,0.151008905599199
"R-P","noRouteCompare",1.5,0.75,1,33,17,1,0.00176919,0.01831655,0.302017811198398
"R-P","noRouteCompare",1.5,0.75,1,33,18,1,0.01542911,0.00518012,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,33,19,1,0.03613724,0.00388419,0.604035622396795
"R-P","noRouteCompare",1.5,0.75,1,33,20,1,0.02204116,0.00749043,0.453026716797596
"R-P","noRouteCompare",1.5,0.75,1,33,21,1,0.01948161,0.00998241,0.437925826237677
"R-P","noRouteCompare",1.5,0.75,1,33,22,1,0.01903168,0.01004721,0.437925826237677
"R-P","noRouteCompare",1.5,0.75,1,33,23,1,0.01557902,0.00731695,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,33,24,1,0.02080625,0.02162103,0.634237403516635
"R-P","noRouteCompare",1.5,0.75,1,33,25,1,0.00576414,0.01009201,0.241614248958718
"R-P","noRouteCompare",1.5,0.75,1,33,26,1,0.01145777,0.01899473,0.453026716797596
"R-P","noRouteCompare",1.5,0.75,1,33,27,1,0.02093986,0.00504817,0.392623154557917
"R-P","noRouteCompare",1.5,0.75,1,33,28,1,0.0089886,0.01506431,0.362421373438077
"R-P","noRouteCompare",1.5,0.75,1,33,29,1,0.01033669,0.02153731,0.483228497917436
"R-P","noRouteCompare",1.5,0.75,1,33,30,1,0.02608289,0.00553008,0.483228497917436
"R-P","noRouteCompare",1.5,0.75,1,34,1,1,0.00523951,0.01962639,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,34,2,1,0.01579044,0.00480756,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,34,3,1,0.01121002,0.00593604,0.256715139518638
"R-P","noRouteCompare",1.5,0.75,1,34,4,1,0.00884137,0.0192716,0.422824935677757
"R-P","noRouteCompare",1.5,0.75,1,34,5,1,0.00829098,0.00359128,0.181210686719039
"R-P","noRouteCompare",1.5,0.75,1,34,6,1,0.00533165,0.02353931,0.437925826237677
"R-P","noRouteCompare",1.5,0.75,1,34,7,1,0.01061114,0.02766055,0.573833841276955
"R-P","noRouteCompare",1.5,0.75,1,34,8,1,0.00598515,0.02384503,0.453026716797596
"R-P","noRouteCompare",1.5,0.75,1,34,9,1,0.00763388,0.0005546,0.120807124479359
"R-P","noRouteCompare",1.5,0.75,1,34,10,1,0.00860654,0.01383804,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,34,11,1,0.01282143,0.01245486,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,34,12,1,0.02237756,0.0049307,0.407724045117837
"R-P","noRouteCompare",1.5,0.75,1,34,13,1,0.00977601,0.02292824,0.498329388477356
"R-P","noRouteCompare",1.5,0.75,1,34,14,1,0.00533271,0.00595742,0.166109796159119
"R-P","noRouteCompare",1.5,0.75,1,34,15,1,0.01127358,0.02366008,0.528531169597196
"R-P","noRouteCompare",1.5,0.75,1,34,16,1,0.00975899,0.0168209,0.407724045117837
"R-P","noRouteCompare",1.5,0.75,1,34,17,1,0.01658941,0.00662579,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,34,18,1,0.02254764,0.0096337,0.483228497917436
"R-P","noRouteCompare",1.5,0.75,1,34,19,1,0.0172049,0.0086885,0.392623154557917
"R-P","noRouteCompare",1.5,0.75,1,34,20,1,0.01609151,0.00982483,0.392623154557917
"R-P","noRouteCompare",1.5,0.75,1,34,21,1,0.01298979,0.01476066,0.422824935677757
"R-P","noRouteCompare",1.5,0.75,1,34,22,1,0.00338046,0.02533432,0.437925826237677
"R-P","noRouteCompare",1.5,0.75,1,34,23,1,0.01276942,0.00800667,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,34,24,1,0.01031601,0.02628771,0.558732950717036
"R-P","noRouteCompare",1.5,0.75,1,34,25,1,0.02761922,0.00516015,0.498329388477356
"R-P","noRouteCompare",1.5,0.75,1,34,26,1,0.01393103,0.0052686,0.286916920638478
"R-P","noRouteCompare",1.5,0.75,1,34,27,1,0.02518714,0.00662363,0.483228497917436
"R-P","noRouteCompare",1.5,0.75,1,34,28,1,0.01648206,0.01180385,0.422824935677757
"R-P","noRouteCompare",1.5,0.75,1,34,29,1,0.01255335,0.0334531,0.694640965756315
"R-P","noRouteCompare",1.5,0.75,1,34,30,1,0.02761922,0.00915149,0.558732950717036
"R-P","noRouteCompare",1.5,0.75,1,35,1,1,0.0129193,0.02441432,0.558732950717036
"R-P","noRouteCompare",1.5,0.75,1,35,2,1,0.00884911,0.01756383,0.392623154557917
"R-P","noRouteCompare",1.5,0.75,1,35,3,1,0.02180441,0.00707674,0.437925826237677
"R-P","noRouteCompare",1.5,0.75,1,35,4,1,0.03169879,0.00478842,0.543632060157116
"R-P","noRouteCompare",1.5,0.75,1,35,5,1,0.00767642,0.00732072,0.226513358398798
"R-P","noRouteCompare",1.5,0.75,1,35,6,1,0.00569753,0.00464236,0.151008905599199
