"arrayType","algorithm","learningValue","abandonValue","arrayNumber","simulation","bout","bee","Q1","Q2","groupQuality"
"R-P","noRouteCompare",1.5,0.75,1,52,25,1,0.00414349,0.00757975,0.181210686719039
"R-P","noRouteCompare",1.5,0.75,1,52,26,1,0.00791686,0.005267,0.196311577278958
"R-P","noRouteCompare",1.5,0.75,1,52,27,1,0.00483846,0.02333082,0.422824935677757
"R-P","noRouteCompare",1.5,0.75,1,52,28,1,0.00794716,0.03244292,0.604035622396795
"R-P","noRouteCompare",1.5,0.75,1,52,29,1,0.01142777,0.01090024,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,52,30,1,0.0112849,0.01827346,0.453026716797596
"R-P","noRouteCompare",1.5,0.75,1,53,1,1,0.00732476,0.0107276,0.271816030078558
"R-P","noRouteCompare",1.5,0.75,1,53,2,1,0.03293592,0.00822063,0.619136512956715
"R-P","noRouteCompare",1.5,0.75,1,53,3,1,0.00955518,0.02876233,0.573833841276955
"R-P","noRouteCompare",1.5,0.75,1,53,4,1,0.00609945,0.01498097,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,53,5,1,0.00533116,0.01459263,0.302017811198398
"R-P","noRouteCompare",1.5,0.75,1,53,6,1,0.00557898,0.02144161,0.407724045117837
"R-P","noRouteCompare",1.5,0.75,1,53,7,1,0.00749386,0.01100055,0.271816030078558
"R-P","noRouteCompare",1.5,0.75,1,53,8,1,0.01486345,0.00917648,0.362421373438077
"R-P","noRouteCompare",1.5,0.75,1,53,9,1,0.01506738,0.01476066,0.453026716797596
"R-P","noRouteCompare",1.5,0.75,1,53,10,1,0.01560627,0.00615022,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,53,11,1,0.00494147,0.01945787,0.362421373438077
"R-P","noRouteCompare",1.5,0.75,1,53,12,1,0.01647431,0.01004721,0.407724045117837
"R-P","noRouteCompare",1.5,0.75,1,53,13,1,0.02551009,0.00614447,0.483228497917436
"R-P","noRouteCompare",1.5,0.75,1,53,14,1,0.00377563,0.01398198,0.271816030078558
"R-P","noRouteCompare",1.5,0.75,1,53,15,1,0,0.02867883,0.437925826237677
"R-P","noRouteCompare",1.5,0.75,1,53,16,1,0.01351147,0.00950282,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,53,17,1,0.00694507,0.02356891,0.468127607357516
"R-P","noRouteCompare",1.5,0.75,1,53,18,1,0.01609573,0.00283187,0.286916920638478
"R-P","noRouteCompare",1.5,0.75,1,53,19,1,0.00514728,0.01031264,0.226513358398798
"R-P","noRouteCompare",1.5,0.75,1,53,20,1,0.00634137,0.01476066,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,53,21,1,0.01172723,0.03212236,0.664439184636475
"R-P","noRouteCompare",1.5,0.75,1,53,22,1,0.00253446,0.0174593,0.302017811198398
"R-P","noRouteCompare",1.5,0.75,1,53,23,1,0.0029234,0.01088376,0.211412467838878
"R-P","noRouteCompare",1.5,0.75,1,53,24,1,0.01084045,0.00689822,0.271816030078558
"R-P","noRouteCompare",1.5,0.75,1,53,25,1,0.01040424,0.03536833,0.694640965756315
"R-P","noRouteCompare",1.5,0.75,1,53,26,1,0.01490382,0.02460087,0.604035622396795
"R-P","noRouteCompare",1.5,0.75,1,53,27,1,0.0031513,0.03386501,0.558732950717036
"R-P","noRouteCompare",1.5,0.75,1,53,28,1,0.01335021,0.01132263,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,53,29,1,0.02483674,0.00544145,0.453026716797596
"R-P","noRouteCompare",1.5,0.75,1,53,30,1,0.00929033,0.01383799,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,54,1,1,0.01423643,0.00207275,0.241614248958718
"R-P","noRouteCompare",1.5,0.75,1,54,2,1,0.00532625,0.01646257,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,54,3,1,0.04116233,0.00309894,0.664439184636475
"R-P","noRouteCompare",1.5,0.75,1,54,4,1,0.00510907,0.01508214,0.302017811198398
"R-P","noRouteCompare",1.5,0.75,1,54,5,1,0.00526912,0.01367147,0.286916920638478
"R-P","noRouteCompare",1.5,0.75,1,54,6,1,0.00865766,0.00576414,0.211412467838878
"R-P","noRouteCompare",1.5,0.75,1,54,7,1,0.01004721,0,0.151008905599199
"R-P","noRouteCompare",1.5,0.75,1,54,8,1,0.00504936,0.02275895,0.422824935677757
"R-P","noRouteCompare",1.5,0.75,1,54,9,1,0.00524606,0.02537162,0.468127607357516
"R-P","noRouteCompare",1.5,0.75,1,54,10,1,0.01483355,0.01229786,0.407724045117837
"R-P","noRouteCompare",1.5,0.75,1,54,11,1,0.01637911,0.00503058,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,54,12,1,0.00734596,0.00493911,0.181210686719039
"R-P","noRouteCompare",1.5,0.75,1,54,13,1,0.00900958,0.00916063,0.271816030078558
"R-P","noRouteCompare",1.5,0.75,1,54,14,1,0.02514511,0.00516528,0.453026716797596
"R-P","noRouteCompare",1.5,0.75,1,54,15,1,0.00524012,0.00803874,0.196311577278958
"R-P","noRouteCompare",1.5,0.75,1,54,16,1,0.00534376,0.02006718,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,54,17,1,0.00145409,0.01301165,0.211412467838878
"R-P","noRouteCompare",1.5,0.75,1,54,18,1,0.01004721,0.01818217,0.422824935677757
"R-P","noRouteCompare",1.5,0.75,1,54,19,1,0.02063879,0.00176692,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,54,20,1,0.00270982,0.02916633,0.483228497917436
"R-P","noRouteCompare",1.5,0.75,1,54,21,1,0.00840579,0.00421809,0.196311577278958
"R-P","noRouteCompare",1.5,0.75,1,54,22,1,0.01255955,0.01027318,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,54,23,1,0.00498342,0.01311937,0.271816030078558
"R-P","noRouteCompare",1.5,0.75,1,54,24,1,0.00485589,0.01862958,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,54,25,1,0.01826245,0.01395924,0.483228497917436
"R-P","noRouteCompare",1.5,0.75,1,54,26,1,0.0203614,0.01519584,0.543632060157116
"R-P","noRouteCompare",1.5,0.75,1,54,27,1,0.02598013,0.00386755,0.453026716797596
"R-P","noRouteCompare",1.5,0.75,1,54,28,1,0.03287162,0.00507437,0.573833841276955
"R-P","noRouteCompare",1.5,0.75,1,54,29,1,0.00535049,0.01183776,0.256715139518638
"R-P","noRouteCompare",1.5,0.75,1,54,30,1,0.02108656,0.00687374,0.422824935677757
"R-P","noRouteCompare",1.5,0.75,1,55,1,1,0.02108544,0.00243266,0.362421373438077
"R-P","noRouteCompare",1.5,0.75,1,55,2,1,0.00351772,0.01127455,0.226513358398798
"R-P","noRouteCompare",1.5,0.75,1,55,3,1,0.0061222,0.02396372,0.453026716797596
"R-P","noRouteCompare",1.5,0.75,1,55,4,1,0.03387281,0.01042309,0.664439184636475
"R-P","noRouteCompare",1.5,0.75,1,55,5,1,0.00852005,0.01397117,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,55,6,1,0.00808113,0.00517684,0.196311577278958
"R-P","noRouteCompare",1.5,0.75,1,55,7,1,0.02924665,0.00488603,0.513430279037276
"R-P","noRouteCompare",1.5,0.75,1,55,8,1,0.01869456,0.00689803,0.392623154557917
"R-P","noRouteCompare",1.5,0.75,1,55,9,1,0.014418,0.01117257,0.392623154557917
"R-P","noRouteCompare",1.5,0.75,1,55,10,1,0.02054958,0.00503592,0.392623154557917
"R-P","noRouteCompare",1.5,0.75,1,55,11,1,0.01377832,0.0068501,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,55,12,1,0.00913294,0.01946064,0.437925826237677
"R-P","noRouteCompare",1.5,0.75,1,55,13,1,0.01383799,0.01277876,0.407724045117837
"R-P","noRouteCompare",1.5,0.75,1,55,14,1,0.0061222,0.00761454,0.211412467838878
"R-P","noRouteCompare",1.5,0.75,1,55,15,1,0.02599058,0.01148667,0.558732950717036
"R-P","noRouteCompare",1.5,0.75,1,55,16,1,0.02932125,0.00897393,0.573833841276955
"R-P","noRouteCompare",1.5,0.75,1,55,17,1,0.01959638,0.00802058,0.422824935677757
"R-P","noRouteCompare",1.5,0.75,1,55,18,1,0.01170976,0.03211021,0.664439184636475
"R-P","noRouteCompare",1.5,0.75,1,55,19,1,0.0061222,0.02494722,0.468127607357516
"R-P","noRouteCompare",1.5,0.75,1,55,20,1,0.03209714,0.00929352,0.619136512956715
"R-P","noRouteCompare",1.5,0.75,1,55,21,1,0.02423541,0.00299583,0.407724045117837
"R-P","noRouteCompare",1.5,0.75,1,55,22,1,0.01738367,0.00822429,0.392623154557917
"R-P","noRouteCompare",1.5,0.75,1,55,23,1,0.00514782,0.00912769,0.211412467838878
"R-P","noRouteCompare",1.5,0.75,1,55,24,1,0.01526059,0.01177621,0.407724045117837
"R-P","noRouteCompare",1.5,0.75,1,55,25,1,0.020873,0.00894564,0.453026716797596
"R-P","noRouteCompare",1.5,0.75,1,55,26,1,0.02593761,0.0068143,0.498329388477356
"R-P","noRouteCompare",1.5,0.75,1,55,27,1,0.00491041,0.02132572,0.392623154557917
"R-P","noRouteCompare",1.5,0.75,1,55,28,1,0.02878676,0.00522361,0.513430279037276
"R-P","noRouteCompare",1.5,0.75,1,55,29,1,0.01006295,0.02668494,0.558732950717036
"R-P","noRouteCompare",1.5,0.75,1,55,30,1,0.01147592,0.0192403,0.468127607357516
"R-P","noRouteCompare",1.5,0.75,1,56,1,1,0.00635074,0.01758529,0.362421373438077
"R-P","noRouteCompare",1.5,0.75,1,56,2,1,0.00781359,0.00732869,0.226513358398798
"R-P","noRouteCompare",1.5,0.75,1,56,3,1,0.00948345,0.00333842,0.196311577278958
"R-P","noRouteCompare",1.5,0.75,1,56,4,1,0.01225714,0.01428619,0.407724045117837
"R-P","noRouteCompare",1.5,0.75,1,56,5,1,0.00395243,0.0117761,0.241614248958718
"R-P","noRouteCompare",1.5,0.75,1,56,6,1,0.00591754,0.01274077,0.286916920638478
"R-P","noRouteCompare",1.5,0.75,1,56,7,1,0.03146542,0.00783332,0.588934731836875
"R-P","noRouteCompare",1.5,0.75,1,56,8,1,0.0172049,0.00444462,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,56,9,1,0.01316916,0.01391356,0.407724045117837
"R-P","noRouteCompare",1.5,0.75,1,56,10,1,0.02958849,0.0099669,0.604035622396795
"R-P","noRouteCompare",1.5,0.75,1,56,11,1,0.00750969,0.00484428,0.181210686719039
"R-P","noRouteCompare",1.5,0.75,1,56,12,1,0.00483846,0.01259913,0.256715139518638
"R-P","noRouteCompare",1.5,0.75,1,56,13,1,0.01542825,0.01000359,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,56,14,1,0.02796995,0.0061222,0.513430279037276
"R-P","noRouteCompare",1.5,0.75,1,56,15,1,0.02349803,0.00864028,0.483228497917436
"R-P","noRouteCompare",1.5,0.75,1,56,16,1,0.00502067,0.01275763,0.271816030078558
"R-P","noRouteCompare",1.5,0.75,1,56,17,1,0.00971467,0.01320381,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,56,18,1,0.00438747,0.01765027,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,56,19,1,0.00427376,0.00482989,0.135908015039279
"R-P","noRouteCompare",1.5,0.75,1,56,20,1,0.01052896,0.01909061,0.453026716797596
"R-P","noRouteCompare",1.5,0.75,1,56,21,1,0.03488546,0.00499884,0.604035622396795
"R-P","noRouteCompare",1.5,0.75,1,56,22,1,0.00524284,0.01137724,0.256715139518638
"R-P","noRouteCompare",1.5,0.75,1,56,23,1,0.00498286,0.02366883,0.437925826237677
"R-P","noRouteCompare",1.5,0.75,1,56,24,1,0.03488546,0.00272691,0.573833841276955
"R-P","noRouteCompare",1.5,0.75,1,56,25,1,0.00280961,0.01489039,0.271816030078558
"R-P","noRouteCompare",1.5,0.75,1,56,26,1,0.00979137,0.00598515,0.241614248958718
"R-P","noRouteCompare",1.5,0.75,1,56,27,1,0.00575732,0.01362417,0.286916920638478
"R-P","noRouteCompare",1.5,0.75,1,56,28,1,0.00532646,0.02483195,0.453026716797596
"R-P","noRouteCompare",1.5,0.75,1,56,29,1,0.00375432,0.01627821,0.302017811198398
"R-P","noRouteCompare",1.5,0.75,1,56,30,1,0.0172049,0.01278975,0.453026716797596
"R-P","noRouteCompare",1.5,0.75,1,57,1,1,0.02011487,0.00523827,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,57,2,1,0.01632709,0.01700153,0.498329388477356
"R-P","noRouteCompare",1.5,0.75,1,57,3,1,0.01454498,0.0061222,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,57,4,1,0.00521452,0.01409584,0.286916920638478
"R-P","noRouteCompare",1.5,0.75,1,57,5,1,0.00691318,0.00526482,0.181210686719039
"R-P","noRouteCompare",1.5,0.75,1,57,6,1,0.00867767,0.0044754,0.196311577278958
"R-P","noRouteCompare",1.5,0.75,1,57,7,1,0.00593166,0.00770305,0.211412467838878
"R-P","noRouteCompare",1.5,0.75,1,57,8,1,0.02572678,0.00190367,0.422824935677757
"R-P","noRouteCompare",1.5,0.75,1,57,9,1,0.00786463,0.01152307,0.286916920638478
"R-P","noRouteCompare",1.5,0.75,1,57,10,1,0.03336528,0.01033611,0.664439184636475
"R-P","noRouteCompare",1.5,0.75,1,57,11,1,0.01166789,0.0025118,0.211412467838878
"R-P","noRouteCompare",1.5,0.75,1,57,12,1,0.00561242,0.02451421,0.453026716797596
"R-P","noRouteCompare",1.5,0.75,1,57,13,1,0.04302953,0.00248151,0.694640965756315
"R-P","noRouteCompare",1.5,0.75,1,57,14,1,0.00416978,0.01315462,0.256715139518638
"R-P","noRouteCompare",1.5,0.75,1,57,15,1,0.00707674,0.00825421,0.226513358398798
"R-P","noRouteCompare",1.5,0.75,1,57,16,1,0.02219373,0.01171502,0.513430279037276
"R-P","noRouteCompare",1.5,0.75,1,57,17,1,0.0226479,0.00924998,0.483228497917436
"R-P","noRouteCompare",1.5,0.75,1,57,18,1,0.00284507,0.0309943,0.513430279037276
"R-P","noRouteCompare",1.5,0.75,1,57,19,1,0.01758649,0.00593604,0.362421373438077
"R-P","noRouteCompare",1.5,0.75,1,57,20,1,0.03179822,0.0061222,0.573833841276955
"R-P","noRouteCompare",1.5,0.75,1,57,21,1,0.00809801,0.00667461,0.226513358398798
"R-P","noRouteCompare",1.5,0.75,1,57,22,1,0.00954638,0.00625992,0.241614248958718
"R-P","noRouteCompare",1.5,0.75,1,57,23,1,0.00515793,0.01936502,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,57,24,1,0.03179822,0.0061222,0.573833841276955
"R-P","noRouteCompare",1.5,0.75,1,57,25,1,0.02120882,0.0061222,0.407724045117837
"R-P","noRouteCompare",1.5,0.75,1,57,26,1,0.02473712,0.00955518,0.513430279037276
"R-P","noRouteCompare",1.5,0.75,1,57,27,1,0.01502071,0.01332166,0.422824935677757
"R-P","noRouteCompare",1.5,0.75,1,57,28,1,0.00492568,0.01932432,0.362421373438077
"R-P","noRouteCompare",1.5,0.75,1,57,29,1,0.02488861,0.00556848,0.453026716797596
"R-P","noRouteCompare",1.5,0.75,1,57,30,1,0.00562453,0.02216863,0.422824935677757
"R-P","noRouteCompare",1.5,0.75,1,58,1,1,0.01729165,0.00481806,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,58,2,1,0.00653703,0.0167521,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,58,3,1,0.01138871,0.02217975,0.513430279037276
"R-P","noRouteCompare",1.5,0.75,1,58,4,1,0.01128837,0.0173564,0.437925826237677
"R-P","noRouteCompare",1.5,0.75,1,58,5,1,0.01261073,0.0074774,0.302017811198398
"R-P","noRouteCompare",1.5,0.75,1,58,6,1,0.02772362,0.01148145,0.588934731836875
"R-P","noRouteCompare",1.5,0.75,1,58,7,1,0.01837755,0.0061222,0.362421373438077
"R-P","noRouteCompare",1.5,0.75,1,58,8,1,0.00810739,0.027136,0.528531169597196
"R-P","noRouteCompare",1.5,0.75,1,58,9,1,0.01338122,0.01493459,0.422824935677757
"R-P","noRouteCompare",1.5,0.75,1,58,10,1,0.01517891,0.01254063,0.422824935677757
"R-P","noRouteCompare",1.5,0.75,1,58,11,1,0.01383799,0.01614765,0.453026716797596
"R-P","noRouteCompare",1.5,0.75,1,58,12,1,0.00087531,0.03613724,0.558732950717036
"R-P","noRouteCompare",1.5,0.75,1,58,13,1,0.00559774,0.00994599,0.241614248958718
"R-P","noRouteCompare",1.5,0.75,1,58,14,1,0.00622786,0.01816298,0.362421373438077
"R-P","noRouteCompare",1.5,0.75,1,58,15,1,0.00695933,0.02379604,0.468127607357516
"R-P","noRouteCompare",1.5,0.75,1,58,16,1,0.00978658,0.0080423,0.271816030078558
"R-P","noRouteCompare",1.5,0.75,1,58,17,1,0.00318032,0.01767278,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,58,18,1,0.00125755,0.03613724,0.558732950717036
"R-P","noRouteCompare",1.5,0.75,1,58,19,1,0.01325469,0.01023309,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,58,20,1,0.00833359,0.03613724,0.664439184636475
"R-P","noRouteCompare",1.5,0.75,1,58,21,1,0.00784466,0.03397189,0.634237403516635
"R-P","noRouteCompare",1.5,0.75,1,58,22,1,0.0094115,0.00516204,0.226513358398798
"R-P","noRouteCompare",1.5,0.75,1,58,23,1,0.00515246,0.01356952,0.286916920638478
"R-P","noRouteCompare",1.5,0.75,1,58,24,1,0.00932772,0.00736546,0.256715139518638
"R-P","noRouteCompare",1.5,0.75,1,58,25,1,0.01304333,0.0117055,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,58,26,1,0.00500528,0.03613724,0.619136512956715
"R-P","noRouteCompare",1.5,0.75,1,58,27,1,0.021515,0.00593166,0.407724045117837
"R-P","noRouteCompare",1.5,0.75,1,58,28,1,0.01127358,0.03613724,0.709741856316234
"R-P","noRouteCompare",1.5,0.75,1,58,29,1,0.00292075,0.01414672,0.256715139518638
"R-P","noRouteCompare",1.5,0.75,1,58,30,1,0.01813927,0.00285376,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,59,1,1,0.00499249,0.01196645,0.256715139518638
"R-P","noRouteCompare",1.5,0.75,1,59,2,1,0.00191166,0.02680906,0.437925826237677
"R-P","noRouteCompare",1.5,0.75,1,59,3,1,0.01430401,0.01392048,0.422824935677757
"R-P","noRouteCompare",1.5,0.75,1,59,4,1,0.01986945,0.00472367,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,59,5,1,0.02036451,0.01004721,0.453026716797596
"R-P","noRouteCompare",1.5,0.75,1,59,6,1,0.00342873,0.03173856,0.528531169597196
"R-P","noRouteCompare",1.5,0.75,1,59,7,1,0.00443917,0.02984772,0.513430279037276
"R-P","noRouteCompare",1.5,0.75,1,59,8,1,0.00786104,0.01337468,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,59,9,1,0.01595513,0.00352964,0.286916920638478
"R-P","noRouteCompare",1.5,0.75,1,59,10,1,0.00474884,0.01237071,0.256715139518638
"R-P","noRouteCompare",1.5,0.75,1,59,11,1,0.00707173,0.01315735,0.302017811198398
"R-P","noRouteCompare",1.5,0.75,1,59,12,1,0.00799868,0.02641936,0.513430279037276
"R-P","noRouteCompare",1.5,0.75,1,59,13,1,0.00454487,0.02616115,0.468127607357516
"R-P","noRouteCompare",1.5,0.75,1,59,14,1,0.02234872,0.01144628,0.513430279037276
"R-P","noRouteCompare",1.5,0.75,1,59,15,1,0.01854775,0.00706768,0.392623154557917
"R-P","noRouteCompare",1.5,0.75,1,59,16,1,0.02395212,0.00155696,0.392623154557917
"R-P","noRouteCompare",1.5,0.75,1,59,17,1,0.00761467,0.0115896,0.286916920638478
"R-P","noRouteCompare",1.5,0.75,1,59,18,1,0.01971947,0.01713301,0.558732950717036
"R-P","noRouteCompare",1.5,0.75,1,59,19,1,0.0025118,0.01610244,0.286916920638478
"R-P","noRouteCompare",1.5,0.75,1,59,20,1,0.01688227,0.00506087,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,59,21,1,0.0084371,0.00593604,0.211412467838878
"R-P","noRouteCompare",1.5,0.75,1,59,22,1,0.01561825,0.00267721,0.271816030078558
"R-P","noRouteCompare",1.5,0.75,1,59,23,1,0.02600832,0.0061222,0.483228497917436
"R-P","noRouteCompare",1.5,0.75,1,59,24,1,0.00635074,0.02104619,0.407724045117837
"R-P","noRouteCompare",1.5,0.75,1,59,25,1,0.01344863,0.00748905,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,59,26,1,0.00507595,0.01107932,0.241614248958718
"R-P","noRouteCompare",1.5,0.75,1,59,27,1,0.0159355,0.01157831,0.422824935677757
"R-P","noRouteCompare",1.5,0.75,1,59,28,1,0.00529138,0.01061141,0.241614248958718
"R-P","noRouteCompare",1.5,0.75,1,59,29,1,0.01010418,0.01282658,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,59,30,1,0.01216403,0.01605469,0.422824935677757
"R-P","noRouteCompare",1.5,0.75,1,60,1,1,0.00823343,0.00153055,0.151008905599199
"R-P","noRouteCompare",1.5,0.75,1,60,2,1,0.0097635,0.00575312,0.241614248958718
"R-P","noRouteCompare",1.5,0.75,1,60,3,1,0.01308678,0.0097588,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,60,4,1,0.00490072,0.02031894,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,60,5,1,0.00522766,0.0172049,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,60,6,1,0.01198701,0.01678641,0.437925826237677
"R-P","noRouteCompare",1.5,0.75,1,60,7,1,0.02858994,0.00745426,0.543632060157116
"R-P","noRouteCompare",1.5,0.75,1,60,8,1,0.00785264,0.00658084,0.211412467838878
"R-P","noRouteCompare",1.5,0.75,1,60,9,1,0.01262347,0.02403729,0.558732950717036
"R-P","noRouteCompare",1.5,0.75,1,60,10,1,0.00837741,0.01434425,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,60,11,1,0.01265519,0.02038897,0.498329388477356
"R-P","noRouteCompare",1.5,0.75,1,60,12,1,0.01778563,0.00207275,0.302017811198398
"R-P","noRouteCompare",1.5,0.75,1,60,13,1,0.00559439,0.01010604,0.241614248958718
"R-P","noRouteCompare",1.5,0.75,1,60,14,1,0.00735646,0.01797195,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,60,15,1,0.01265519,0.00785627,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,60,16,1,0.01835718,0.01354195,0.483228497917436
"R-P","noRouteCompare",1.5,0.75,1,60,17,1,0.00593604,0.0185502,0.362421373438077
"R-P","noRouteCompare",1.5,0.75,1,60,18,1,0.03244292,0.01244222,0.679540075196395
"R-P","noRouteCompare",1.5,0.75,1,60,19,1,0.0168872,0.00527706,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,60,20,1,0.00501048,0.02100201,0.392623154557917
"R-P","noRouteCompare",1.5,0.75,1,60,21,1,0.01378233,0.01865631,0.483228497917436
"R-P","noRouteCompare",1.5,0.75,1,60,22,1,0.01006227,0.02334784,0.498329388477356
"R-P","noRouteCompare",1.5,0.75,1,60,23,1,0.00883782,0.02521774,0.513430279037276
"R-P","noRouteCompare",1.5,0.75,1,60,24,1,0.01660866,0.00714776,0.362421373438077
"R-P","noRouteCompare",1.5,0.75,1,60,25,1,0.04302953,0.00942523,0.785246309115834
"R-P","noRouteCompare",1.5,0.75,1,60,26,1,0.00581635,0.00512916,0.166109796159119
"R-P","noRouteCompare",1.5,0.75,1,60,27,1,0.00938759,0.02237014,0.483228497917436
"R-P","noRouteCompare",1.5,0.75,1,60,28,1,0.00523004,0.01548421,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,60,29,1,0.03212645,0.02362096,0.845649871355513
"R-P","noRouteCompare",1.5,0.75,1,60,30,1,0.03488546,0.00405466,0.588934731836875
"R-P","noRouteCompare",1.5,0.75,1,61,1,1,0.00522459,0.02396028,0.437925826237677
"R-P","noRouteCompare",1.5,0.75,1,61,2,1,0.01777501,0.00526367,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,61,3,1,0.00141816,0.02060359,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,61,4,1,0.00561239,0.02923182,0.528531169597196
"R-P","noRouteCompare",1.5,0.75,1,61,5,1,0.00532505,0.01078238,0.241614248958718
"R-P","noRouteCompare",1.5,0.75,1,61,6,1,0.01621942,0.00653458,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,61,7,1,0.00363951,0.01905722,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,61,8,1,0.01362616,0.00791763,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,61,9,1,0.01713301,0.00713573,0.362421373438077
"R-P","noRouteCompare",1.5,0.75,1,61,10,1,0.0165605,0.01462342,0.468127607357516
"R-P","noRouteCompare",1.5,0.75,1,61,11,1,0.00567263,0.02361011,0.437925826237677
"R-P","noRouteCompare",1.5,0.75,1,61,12,1,0.0031717,0.01586649,0.286916920638478
"R-P","noRouteCompare",1.5,0.75,1,61,13,1,0.02404867,0.01649371,0.619136512956715
"R-P","noRouteCompare",1.5,0.75,1,61,14,1,0.01938724,0.0102721,0.453026716797596
"R-P","noRouteCompare",1.5,0.75,1,61,15,1,0.02691949,0.00251384,0.437925826237677
"R-P","noRouteCompare",1.5,0.75,1,61,16,1,0.0061222,0.00522766,0.166109796159119
"R-P","noRouteCompare",1.5,0.75,1,61,17,1,0.03158749,0.00763136,0.588934731836875
"R-P","noRouteCompare",1.5,0.75,1,61,18,1,0.00658313,0.02095218,0.422824935677757
"R-P","noRouteCompare",1.5,0.75,1,61,19,1,0.0061222,0.02811739,0.513430279037276
"R-P","noRouteCompare",1.5,0.75,1,61,20,1,0.02574792,0.00522766,0.468127607357516
"R-P","noRouteCompare",1.5,0.75,1,61,21,1,0.00682487,0.00815413,0.226513358398798
"R-P","noRouteCompare",1.5,0.75,1,61,22,1,0.01951552,0.00982988,0.437925826237677
"R-P","noRouteCompare",1.5,0.75,1,61,23,1,0.02164214,0.00286657,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,61,24,1,0.0211091,0.01304927,0.513430279037276
"R-P","noRouteCompare",1.5,0.75,1,61,25,1,0.0028779,0.01009478,0.196311577278958
"R-P","noRouteCompare",1.5,0.75,1,61,26,1,0.00424675,0.02589137,0.453026716797596
"R-P","noRouteCompare",1.5,0.75,1,61,27,1,0.00662579,0.02203512,0.437925826237677
"R-P","noRouteCompare",1.5,0.75,1,61,28,1,0.00773042,0.01754989,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,61,29,1,0.01014697,0.01308678,0.347320482878157
"R-P","noRouteCompare",1.5,0.75,1,61,30,1,0.01842671,0.00655076,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,62,1,1,0.00685579,0.01553485,0.332219592318237
"R-P","noRouteCompare",1.5,0.75,1,62,2,1,0.00955518,0.01572575,0.377522263997997
"R-P","noRouteCompare",1.5,0.75,1,62,3,1,0.01238868,0.01800325,0.453026716797596
"R-P","noRouteCompare",1.5,0.75,1,62,4,1,0.00528266,0.00748723,0.196311577278958
"R-P","noRouteCompare",1.5,0.75,1,62,5,1,0.0061222,0.01461181,0.317118701758318
"R-P","noRouteCompare",1.5,0.75,1,62,6,1,0.01044651,0.01326444,0.362421373438077
"R-P","noRouteCompare",1.5,0.75,1,62,7,1,0.01411486,0.01788174,0.483228497917436
"R-P","noRouteCompare",1.5,0.75,1,62,8,1,0.01248963,0.00593654,0.271816030078558
