"ID","x","y","patch"
0,0,0,1
1,-92.1005857902566,-266.369003539161,2
2,-80.810536445656,-233.395631387632,2
3,-125.974691659959,-249.321454327743,2
4,-118.282628838785,-282.390305522794,2
5,-74.0234452190062,-277.501038932227,2
6,-62.3677879091757,-241.215918553739,2
7,-90.814058470949,-305.842975786688,2
8,-103.266772737778,-228.875064211663,2
9,-53.2342407297182,-262.410301833318,2
10,-68.6344187328379,-298.579264650456,2
